question,ground_truth,answer,architecture,source_file,predicted_sources,category,difficulty,latency_sec,status,error,exact_match,token_f1,rouge_l_f1,source_hit,source_precision,source_recall,source_mrr
Why does the RAG survey argue that Advanced RAG and Modular RAG emerged after Naive RAG?,"The survey says they emerged because Naive RAG has weaknesses in retrieval precision and recall, generation quality, and augmentation coherence, so later paradigms introduced targeted improvements to fix those shortcomings.","The RAG survey argues that Advanced RAG and Modular RAG emerged after Naive RAG because the development of Advanced RAG and Modular RAG was a response to the specific shortcomings in Naive RAG, with Modular RAG inheriting and developing from the previous paradigms, showcasing greater flexibility overall.",simple_hybrid_rag,"[""RAGSurvey.pdf""]","[""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf""]",multi_chunk_synthesis,hard,11.9815,ok,,0.0,0.3116883116883116,0.20779220779220778,1.0,1.0,1.0,1.0
Why does TabNet argue that deep learning is still worth exploring for tabular data even though tree-based methods dominate?,"TabNet argues this because end-to-end gradient-based learning can reduce feature engineering, support multimodal and streaming settings, enable representation learning and semi-supervised learning, and still compete with or outperform tabular baselines when designed appropriately.","Deep learning is worth exploring for tabular data because it enables gradient descent-based end-to-end learning, which can efficiently encode multiple data types, alleviate the need for feature engineering, and allow for representation learning, among other benefits.",simple_hybrid_rag,"[""TabNet.pdf""]","[""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf"", ""English.pdf""]",multi_chunk_synthesis,hard,10.9562,ok,,0.0,0.31884057971014496,0.2608695652173913,1.0,0.5,1.0,1.0
Why can making a neural network deeper actually make optimization worse even when overfitting is not the main issue?,"Because deeper plain networks can suffer from the degradation problem: optimization becomes harder, training error can increase with depth, and the solver may fail to find good solutions even though deeper models should in principle be able to represent at least the shallower solution.","Making a neural network deeper can actually make optimization worse because the added layers may have difficulties in approximating identity mappings, which are optimal when the deeper model is constructed by adding layers to a shallower counterpart, and this difficulty is not caused by overfitting, but rather by the solvers having trouble in finding solutions that achieve the identity mappings.",simple_hybrid_rag,"[""ImgRecog.pdf""]","[""ImgRecog.pdf"", ""TabNet.pdf"", ""TabNet.pdf"", ""ImgRecog.pdf"", ""ImgRecog.pdf"", ""RAGSurvey.pdf"", ""ImgRecog.pdf"", ""ImgRecog.pdf""]",paraphrase_hard_retrieval,hard,12.0852,ok,,0.0,0.2692307692307693,0.15384615384615383,1.0,0.3333333333333333,1.0,1.0
"Which shift in English teaching moved away from abstract grammar translation toward listening, speaking, and pronunciation?",That shift was the Reform movement and its direct-method orientation.,"The Reform movement was a shift in English teaching that moved away from abstract grammar translation toward listening, speaking, and pronunciation, introducing the science of phonetics and emphasizing competence in these areas.",simple_hybrid_rag,"[""English.pdf""]","[""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf""]",paraphrase_hard_retrieval,medium,10.8719,ok,,0.0,0.3333333333333333,0.19047619047619047,1.0,1.0,1.0,1.0
What BERT pre-training setup lets a token use both left and right context instead of only earlier tokens?,BERT’s masked language model objective enables bidirectional context because masked tokens are predicted using both left and right context.,"The BERT pre-training setup that lets a token use both left and right context instead of only earlier tokens is the masked language model objective, which enables the representation to fuse the left and the right context, allowing for a deep bidirectional Transformer to be pre-trained.",simple_hybrid_rag,"[""BERT.pdf""]","[""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf""]",paraphrase_hard_retrieval,medium,12.2667,ok,,0.0,0.39999999999999997,0.2769230769230769,1.0,1.0,1.0,1.0
How do the Transformer and BERT papers use attention differently in their main contributions?,"The Transformer paper introduces an attention-only encoder-decoder architecture for sequence transduction, while the BERT paper uses Transformer attention inside a bidirectional pretrained language model for general-purpose language representation learning and fine-tuning.","The Transformer paper proposes a new network architecture based solely on attention mechanisms, while BERT uses a multi-layer bidirectional Transformer encoder with self-attention to enable pre-trained deep bidirectional representations, differing from other models like OpenAI GPT which uses constrained self-attention.",simple_hybrid_rag,"[""AttentionIsAllYouNeed.pdf"", ""BERT.pdf""]","[""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf"", ""AttentionIsAllYouNeed.pdf"", ""BERT.pdf""]",cross_paper_comparison,hard,11.2152,ok,,0.0,0.3380281690140845,0.28169014084507044,1.0,1.0,1.0,1.0
How do ResNet and TabNet each try to improve optimization or learning efficiency in different data settings?,"ResNet improves optimization in very deep vision networks by learning residual functions with shortcut connections, while TabNet improves efficiency in tabular learning by using sparse sequential attention to focus model capacity on salient features.",,simple_hybrid_rag,"[""ImgRecog.pdf"", ""TabNet.pdf""]",[],cross_paper_comparison,hard,0.2238,error,"{""status_code"": 500, ""detail"": ""{\""detail\"":{\""message\"":\""Brain processing failed.\"",\""architecture\"":\""simple_hybrid_rag\"",\""error\"":\""Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kpwrse82esr8wpj4c07501sv` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 98194, Requested 2447. Please try again in 9m13.824s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}\""}}""}",,,,,,,
How do the English paper and the RAG survey each connect broad theory to practical application?,"The English paper connects theories of language and English’s global status to curriculum and teaching practice in Norway, while the RAG survey connects high-level RAG paradigms and component design to practical system building, benchmarks, and evaluation.",,simple_hybrid_rag,"[""English.pdf"", ""RAGSurvey.pdf""]",[],cross_paper_comparison,hard,0.1347,error,"{""status_code"": 500, ""detail"": ""{\""detail\"":{\""message\"":\""Brain processing failed.\"",\""architecture\"":\""simple_hybrid_rag\"",\""error\"":\""Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kpwrse82esr8wpj4c07501sv` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 98194, Requested 2563. Please try again in 10m54.048s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}\""}}""}",,,,,,,
In which paper does attention refer to sequential feature selection over tabular columns rather than sequence transduction over token positions?,"That usage appears in TabNet, where attention selects tabular features at each decision step rather than modeling token-to-token dependencies in a sequence.",,simple_hybrid_rag,"[""TabNet.pdf"", ""AttentionIsAllYouNeed.pdf""]",[],distractor_edge_case,hard,0.1328,error,"{""status_code"": 500, ""detail"": ""{\""detail\"":{\""message\"":\""Brain processing failed.\"",\""architecture\"":\""simple_hybrid_rag\"",\""error\"":\""Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kpwrse82esr8wpj4c07501sv` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 98194, Requested 2182. Please try again in 5m24.864s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}\""}}""}",,,,,,,
"Which paper discusses Naive, Advanced, and Modular RAG rather than introducing a new encoder architecture?","The RAG survey discusses Naive, Advanced, and Modular RAG; it is a taxonomy and survey paper rather than a paper proposing a new encoder architecture.",,simple_hybrid_rag,"[""RAGSurvey.pdf"", ""AttentionIsAllYouNeed.pdf"", ""BERT.pdf""]",[],distractor_edge_case,medium,0.1512,error,"{""status_code"": 500, ""detail"": ""{\""detail\"":{\""message\"":\""Brain processing failed.\"",\""architecture\"":\""simple_hybrid_rag\"",\""error\"":\""Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kpwrse82esr8wpj4c07501sv` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 98194, Requested 2337. Please try again in 7m38.784s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}\""}}""}",,,,,,,
Which paper is about language beliefs and English teaching in Norway rather than neural representation learning?,"That is What is English?, which focuses on language beliefs, English teaching, and the status of English in Norway.",,simple_hybrid_rag,"[""English.pdf"", ""BERT.pdf"", ""AttentionIsAllYouNeed.pdf"", ""TabNet.pdf"", ""ImgRecog.pdf""]",[],distractor_edge_case,easy,0.1366,error,"{""status_code"": 500, ""detail"": ""{\""detail\"":{\""message\"":\""Brain processing failed.\"",\""architecture\"":\""simple_hybrid_rag\"",\""error\"":\""Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kpwrse82esr8wpj4c07501sv` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 98194, Requested 2340. Please try again in 7m41.376s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}\""}}""}",,,,,,,
