question,ground_truth,answer,architecture,source_file,predicted_sources,category,difficulty,latency_sec,status,error,exact_match,token_f1,rouge_l_f1,source_hit,source_precision,source_recall,source_mrr
Why does the English paper argue that what English is depends on context?,"The paper argues that English can refer to different things in different contexts, such as a people, a spoken language, a codified system in grammars and dictionaries, or literature, so its meaning depends on the setting in which it is discussed.","The English paper argues that what English is depends on context because the concept of English represents various dimensions, such as the language spoken by people in a country, its codification in dictionaries and grammars, and literature written in English, and its meaning varies depending on the context in which the reference is used.",simple_hybrid_rag,"[""English.pdf""]","[""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf""]",definition_explanation,medium,10.2435,ok,,0.0,0.5263157894736843,0.42105263157894735,1.0,1.0,1.0,1.0
"What does the paper mean by beliefs about language, and why are they important in education?","Beliefs about language are views about what language is and what matters in using or learning it. They are important in education because they shape what is researched, taught, learned, and emphasized in curricula and classroom practice.","Beliefs about language refer to what language is in various contexts, and they are important in education because they determine the object of research and the object to teach and learn, influencing curriculum design and interpretation.",simple_hybrid_rag,"[""English.pdf""]","[""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf""]",definition_explanation,medium,7.8807,ok,,0.0,0.4657534246575342,0.4383561643835616,1.0,1.0,1.0,1.0
What is Naive RAG according to the survey?,"Naive RAG is the basic retrieve-read framework with three stages: indexing documents into chunks and vectors, retrieving the top relevant chunks for a query, and generating an answer from the query plus the retrieved context.","Naive RAG represents the earliest methodology in Retrieval-Augmented Generation, which follows a traditional process that includes indexing, retrieval, and generation, also characterized as a “Retrieve-Read” framework.",simple_hybrid_rag,"[""RAGSurvey.pdf""]","[""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf""]",definition_explanation,medium,11.6739,ok,,0.0,0.26229508196721313,0.19672131147540986,1.0,1.0,1.0,1.0
What is the degradation problem described in the ResNet paper?,"The degradation problem is that as network depth increases, training and test accuracy can get worse, and deeper plain networks can have higher training error even when overfitting is not the main cause.","The degradation problem is a phenomenon where the accuracy of a network gets saturated and then degrades rapidly as the network depth increases, and it is not caused by overfitting, with the added layers leading to higher training error.",simple_hybrid_rag,"[""ImgRecog.pdf""]","[""ImgRecog.pdf"", ""ImgRecog.pdf"", ""ImgRecog.pdf"", ""ImgRecog.pdf"", ""ImgRecog.pdf"", ""ImgRecog.pdf"", ""ImgRecog.pdf"", ""ImgRecog.pdf""]",definition_explanation,medium,12.0853,ok,,0.0,0.4999999999999999,0.33333333333333337,1.0,1.0,1.0,1.0
What is a masked language model in BERT?,"A masked language model randomly masks some input tokens and trains the model to predict the original tokens from their surrounding context, allowing bidirectional pre-training.","A masked language model in BERT is a pre-training objective that randomly masks some of the tokens from the input, and the objective is to predict the original vocabulary id of the masked word based only on its context.",simple_hybrid_rag,"[""BERT.pdf""]","[""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf""]",definition_explanation,medium,12.7977,ok,,0.0,0.5625,0.46875,1.0,1.0,1.0,1.0
What is self-attention in the Transformer paper?,Self-attention is an attention mechanism that relates different positions within the same sequence so the model can build representations using dependencies across positions.,"Self-attention is an attention mechanism relating different positions of a single sequence in order to compute a representation of the sequence, and in the Transformer, it is used in three different ways, including encoder-decoder attention, self-attention in the encoder, and self-attention in the decoder.",simple_hybrid_rag,"[""AttentionIsAllYouNeed.pdf""]","[""AttentionIsAllYouNeed.pdf"", ""BERT.pdf"", ""AttentionIsAllYouNeed.pdf"", ""AttentionIsAllYouNeed.pdf"", ""AttentionIsAllYouNeed.pdf"", ""AttentionIsAllYouNeed.pdf"", ""BERT.pdf"", ""AttentionIsAllYouNeed.pdf""]",definition_explanation,medium,12.1868,ok,,0.0,0.2985074626865672,0.2985074626865672,1.0,0.5,1.0,1.0
Why does TabNet argue that tabular data is difficult for standard deep neural networks?,"TabNet argues that standard deep networks are often poorly suited to tabular data because they lack the right inductive bias, can be overparameterized for tabular decision boundaries, and are often outperformed by tree-based methods that are efficient, interpretable, and fast.","TabNet argues that standard deep neural networks are not well-suited for tabular data because architectures like stacked convolutional layers or multi-layer perceptrons are vastly overparametrized, often causing them to fail to find optimal solutions for tabular decision manifolds.",simple_hybrid_rag,"[""TabNet.pdf""]","[""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf""]",definition_explanation,medium,11.7763,ok,,0.0,0.41025641025641024,0.33333333333333337,1.0,1.0,1.0,1.0
Why does the RAG survey claim retrieval helps reduce hallucination in LLMs?,"The survey says retrieval helps reduce hallucination because it supplies external, relevant knowledge beyond the model's fixed training data, improving factual accuracy and credibility for knowledge-intensive tasks.","Retrieval-Augmented Generation reduces the problem of generating factually incorrect content, known as hallucination, by referencing external knowledge and enhancing the accuracy and credibility of the generation, particularly for knowledge-intensive tasks.",simple_hybrid_rag,"[""RAGSurvey.pdf""]","[""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf""]",definition_explanation,medium,14.131,ok,,0.0,0.38596491228070173,0.38596491228070173,1.0,1.0,1.0,1.0
How does the grammar translation method differ from the Reform movement in language teaching priorities?,"Grammar translation emphasized abstract grammar rules, vocabulary, and translation. The Reform movement shifted the focus toward listening, speaking, pronunciation, phonetics, and discovering grammar through more coherent language use.","The grammar translation method differs from the Reform movement in that it prioritizes reading and writing, focusing on learning abstract grammar rules and vocabulary, whereas the Reform movement shifts the priority to listening and speaking, introducing the science of phonetics and aiming to develop competence in these areas.",simple_hybrid_rag,"[""English.pdf""]","[""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf"", ""BERT.pdf"", ""English.pdf"", ""BERT.pdf"", ""English.pdf""]",intra_paper_comparison,medium,11.9823,ok,,0.0,0.39473684210526316,0.3684210526315789,1.0,0.5,1.0,1.0
How does variationist sociolinguistics differ from social constructionism in the English paper?,"Variationist sociolinguistics treats language variation as reflecting who speakers are, while social constructionism emphasizes that speakers use language to construct identities and social meanings.","Variationist sociolinguistics differs from social constructionism in that the former says how you speak depends on who you are, whereas the latter says that who you are depends on how you speak, with people constructing their selves and demonstrating these selves to their surroundings by their linguistic choices.",simple_hybrid_rag,"[""English.pdf""]","[""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf""]",intra_paper_comparison,medium,10.8546,ok,,0.0,0.25,0.16666666666666666,1.0,1.0,1.0,1.0
How does the Transformer differ from recurrent and convolutional sequence models?,"The Transformer removes recurrence and convolution and relies entirely on attention mechanisms, which makes it more parallelizable while still modeling dependencies across sequence positions.","The Transformer differs from recurrent and convolutional sequence models in that it relies entirely on self-attention mechanisms to compute representations of its input and output, dispensing with recurrence and convolutions entirely, allowing for more parallelization and reducing the number of operations required to relate signals from two arbitrary input or output positions.",simple_hybrid_rag,"[""AttentionIsAllYouNeed.pdf""]","[""AttentionIsAllYouNeed.pdf"", ""AttentionIsAllYouNeed.pdf"", ""AttentionIsAllYouNeed.pdf"", ""AttentionIsAllYouNeed.pdf"", ""AttentionIsAllYouNeed.pdf"", ""AttentionIsAllYouNeed.pdf"", ""AttentionIsAllYouNeed.pdf"", ""AttentionIsAllYouNeed.pdf""]",intra_paper_comparison,medium,11.0604,ok,,0.0,0.34210526315789475,0.23684210526315785,1.0,1.0,1.0,1.0
How do the encoder and decoder stacks differ in the Transformer architecture?,"The encoder has repeated layers with self-attention and feed-forward sublayers, while the decoder adds an extra sublayer that attends over the encoder output and also uses masked self-attention so it cannot look ahead to future positions.","The encoder and decoder stacks in the Transformer architecture differ in that the decoder inserts a third sub-layer, which performs multi-head attention over the output of the encoder stack, and also modifies the self-attention sub-layer to prevent positions from attending to subsequent positions, whereas the encoder is composed of a stack of identical layers with two sub-layers, a multi-head self-attention mechanism and a position-wise fully connected feed-forward network.",simple_hybrid_rag,"[""AttentionIsAllYouNeed.pdf""]","[""AttentionIsAllYouNeed.pdf"", ""AttentionIsAllYouNeed.pdf"", ""AttentionIsAllYouNeed.pdf"", ""AttentionIsAllYouNeed.pdf"", ""TabNet.pdf"", ""AttentionIsAllYouNeed.pdf"", ""AttentionIsAllYouNeed.pdf"", ""AttentionIsAllYouNeed.pdf""]",intra_paper_comparison,medium,9.8294,ok,,0.0,0.40384615384615385,0.2692307692307692,1.0,0.5,1.0,1.0
How does BERT compare feature-based transfer approaches with fine-tuning approaches?,"Feature-based approaches use pretrained representations as features inside task-specific architectures, while fine-tuning approaches add minimal new parameters and adapt all pretrained parameters directly on the downstream task. BERT is presented as a fine-tuning based model.","BERT compares feature-based transfer approaches with fine-tuning approaches by applying both methods to the CoNLL-2003 Named Entity Recognition task, demonstrating that BERT is effective for both approaches, with the best performing feature-based method concatenating token representations from the top four hidden layers, only 0.3 F1 behind fine-tuning the entire model.",simple_hybrid_rag,"[""BERT.pdf""]","[""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf""]",intra_paper_comparison,medium,10.8514,ok,,0.0,0.25882352941176473,0.23529411764705882,1.0,1.0,1.0,1.0
How does BERT's masked language model objective differ from next sentence prediction?,"Masked language modeling predicts masked tokens from context within the input, while next sentence prediction trains the model to decide whether sentence B truly follows sentence A.","BERT's masked language model objective differs from next sentence prediction in that the masked language model randomly masks some of the tokens from the input and predicts the original vocabulary id of the masked token, whereas next sentence prediction involves predicting whether two sentences are adjacent in the original text.",simple_hybrid_rag,"[""BERT.pdf""]","[""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf""]",intra_paper_comparison,medium,13.8304,ok,,0.0,0.3896103896103896,0.2857142857142857,1.0,1.0,1.0,1.0
How does Advanced RAG differ from Naive RAG according to the survey?,"Naive RAG follows a basic indexing, retrieval, and generation pipeline. Advanced RAG adds retrieval-quality improvements such as pre-retrieval and post-retrieval optimization, finer segmentation, metadata, and other refinements to address the weaknesses of Naive RAG.","Advanced RAG differs from Naive RAG in that it proposes multiple optimization strategies around pre-retrieval and post-retrieval, still following a chain-like structure, and introduces specific improvements to overcome the limitations of Naive RAG, such as refining indexing techniques and incorporating optimization methods to streamline the retrieval process.",simple_hybrid_rag,"[""RAGSurvey.pdf""]","[""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf""]",intra_paper_comparison,medium,10.7475,ok,,0.0,0.5185185185185186,0.271604938271605,1.0,1.0,1.0,1.0
How do plain networks differ from residual networks in the ResNet paper's framing of the optimization problem?,"Plain networks simply stack layers and become harder to optimize as depth increases, while residual networks reformulate learning as fitting a residual function with shortcut connections, making deeper models easier to optimize.","Plain networks differ from residual networks in that the latter have shortcut connections that add the input to the output of a set of stacked layers, which helps to ease the optimization problem by providing faster convergence and reducing training error, whereas plain networks do not have this property and exhibit higher training error when the depth increases.",simple_hybrid_rag,"[""ImgRecog.pdf""]","[""ImgRecog.pdf"", ""ImgRecog.pdf"", ""ImgRecog.pdf"", ""ImgRecog.pdf"", ""ImgRecog.pdf"", ""ImgRecog.pdf"", ""ImgRecog.pdf"", ""ImgRecog.pdf""]",intra_paper_comparison,medium,13.9297,ok,,0.0,0.28888888888888886,0.15555555555555556,1.0,1.0,1.0,1.0
"According to Figure 1 in the Transformer paper, what are the major components of the encoder and decoder?","The encoder uses input embeddings plus positional encoding, multi-head self-attention, add-and-norm, and feed-forward layers. The decoder uses output embeddings shifted right plus positional encoding, masked multi-head self-attention, attention over encoder outputs, add-and-norm, feed-forward layers, and finally a linear layer with softmax.","The Transformer model architecture consists of an encoder with stacked self-attention and pointwise layers, and a decoder with similar composition, including multi-head attention over the output of the encoder stack.",simple_hybrid_rag,"[""AttentionIsAllYouNeed.pdf""]","[""AttentionIsAllYouNeed.pdf"", ""TabNet.pdf"", ""AttentionIsAllYouNeed.pdf"", ""AttentionIsAllYouNeed.pdf"", ""AttentionIsAllYouNeed.pdf"", ""AttentionIsAllYouNeed.pdf"", ""AttentionIsAllYouNeed.pdf"", ""AttentionIsAllYouNeed.pdf""]",figure_table_diagram_grounded,medium,10.239,ok,,0.0,0.4225352112676056,0.28169014084507044,1.0,0.5,1.0,1.0
"According to Figure 1 in the BERT paper, how are pre-training and fine-tuning related?","The figure shows that the same pretrained BERT architecture is reused across tasks: pre-training is done on unlabeled sentence pairs with Mask LM and NSP, and then the pretrained model is fine-tuned for tasks such as MNLI, NER, and SQuAD by adding task-specific output layers.","According to Figure 1 in the BERT paper, pre-training and fine-tuning are related in that the model is first pre-trained on unlabeled data and then fine-tuned for specific tasks using labeled data, with the same pre-trained model parameters used to initialize models for different downstream tasks.",simple_hybrid_rag,"[""BERT.pdf""]","[""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf""]",figure_table_diagram_grounded,medium,11.2269,ok,,0.0,0.4835164835164835,0.3076923076923077,1.0,1.0,1.0,1.0
"According to Figure 2 in the RAG survey, what are the three main steps in a representative RAG pipeline?","The three main steps are indexing, retrieval, and generation.","The three main steps in a representative RAG pipeline, as illustrated in Figure 2, are indexing, retrieval, and generation.",simple_hybrid_rag,"[""RAGSurvey.pdf""]","[""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf""]",figure_table_diagram_grounded,easy,10.3765,ok,,0.0,0.6428571428571429,0.6428571428571429,1.0,1.0,1.0,1.0
"According to Figure 1 in the ResNet paper, what happens to training and test error when moving from a 20-layer plain network to a 56-layer plain network on CIFAR-10?",The deeper 56-layer plain network has higher training error and higher test error than the 20-layer plain network.,The deeper 56-layer plain network has higher training error and thus higher test error compared to the 20-layer plain network on CIFAR-10.,simple_hybrid_rag,"[""ImgRecog.pdf""]","[""ImgRecog.pdf"", ""ImgRecog.pdf"", ""ImgRecog.pdf"", ""ImgRecog.pdf"", ""ImgRecog.pdf"", ""ImgRecog.pdf"", ""ImgRecog.pdf"", ""ImgRecog.pdf""]",figure_table_diagram_grounded,easy,15.057,ok,,0.0,0.85,0.85,1.0,1.0,1.0,1.0
"According to Figure 2 in the ResNet paper, what role does the identity shortcut play in the residual block?","The identity shortcut carries the input directly forward and adds it to the learned residual branch, so the block outputs F(x) + x.","The identity shortcut in Figure 2 plays a role in performing identity mapping, where its output is added to the output of the stacked layers, effectively introducing neither extra parameter nor computational complexity.",simple_hybrid_rag,"[""ImgRecog.pdf""]","[""ImgRecog.pdf"", ""ImgRecog.pdf"", ""ImgRecog.pdf"", ""ImgRecog.pdf"", ""ImgRecog.pdf"", ""ImgRecog.pdf"", ""ImgRecog.pdf"", ""ImgRecog.pdf""]",figure_table_diagram_grounded,medium,6.1212,ok,,0.0,0.21818181818181817,0.21818181818181817,1.0,1.0,1.0,1.0
"According to Figure 1 in the TabNet paper, how does sparse feature selection work during prediction?","The figure shows that TabNet uses multiple decision blocks that each focus on a selected subset of input features, so different steps attend to the most relevant features for the prediction.","TabNet's sparse feature selection works by employing multiple decision blocks that focus on processing a subset of input features, such as professional occupation and investments, to predict income levels, allowing for interpretability and better learning by using capacity for the most salient features.",simple_hybrid_rag,"[""TabNet.pdf""]","[""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf""]",figure_table_diagram_grounded,medium,0.7814,ok,,0.0,0.4324324324324324,0.4054054054054055,1.0,1.0,1.0,1.0
"According to Figure 2 in the TabNet paper, how does unsupervised pre-training connect to supervised fine-tuning?","The figure shows an encoder-decoder setup used during unsupervised pre-training to reconstruct masked or missing features, and then the pretrained encoder is reused for supervised fine-tuning and decision making.","Unsupervised representation learning by masked self-supervised learning results in an improved encoder model for the supervised learning task, as shown in Figure 2, indicating that unsupervised pre-training connects to supervised fine-tuning by enhancing the encoder model used in the supervised task.",simple_hybrid_rag,"[""TabNet.pdf""]","[""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf"", ""BERT.pdf"", ""TabNet.pdf"", ""TabNet.pdf""]",figure_table_diagram_grounded,medium,1.3303,ok,,0.0,0.37142857142857144,0.2285714285714286,1.0,0.5,1.0,1.0
"According to Figure 1 in the Transformer paper, how are shifted outputs used on the decoder side?","The outputs are shifted right before entering the decoder so prediction at position i depends only on known earlier outputs, together with masking in decoder self-attention.",The outputs are shifted right before being used as input to the decoder.,simple_hybrid_rag,"[""AttentionIsAllYouNeed.pdf""]","[""AttentionIsAllYouNeed.pdf"", ""AttentionIsAllYouNeed.pdf"", ""AttentionIsAllYouNeed.pdf"", ""AttentionIsAllYouNeed.pdf"", ""TabNet.pdf"", ""TabNet.pdf"", ""AttentionIsAllYouNeed.pdf"", ""AttentionIsAllYouNeed.pdf""]",figure_table_diagram_grounded,medium,1.0248,ok,,0.0,0.4102564102564103,0.4102564102564103,1.0,0.5,1.0,1.0
Why does the English paper predict increased influence from social constructionist perspectives in Norwegian ELT by 2030?,"The paper predicts stronger social constructionist influence because English is increasingly used internationally by second- and later-language users, including Norwegians, and this shifts attention toward language use, speaker agency, and communicative practice rather than only fixed native norms.","The English paper predicts increased influence from social constructionist perspectives in Norwegian ELT by 2030 because trends in applied linguistics are significantly influenced by trends in general linguistic science, and social constructionist perspectives have already influenced applied linguistic science, but not yet ELT practices to the same degree.",simple_hybrid_rag,"[""English.pdf""]","[""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf""]",multi_chunk_synthesis,hard,1.023,ok,,0.0,0.23255813953488372,0.186046511627907,1.0,1.0,1.0,1.0
How does the English paper connect the global status of English with local curriculum and student language practices in Norway?,"The paper links the global spread of English to local Norwegian ELT by arguing that changing worldwide uses of English influence curriculum priorities, beliefs about language, and how Norwegian learners position themselves and use English in practice.","The English paper connects the global status of English with local curriculum and student language practices in Norway by acknowledging the development of English as a global language in the national curriculum, while also investigating how Norwegian learners interpret and respond to this development, and what they are doing linguistically with English given the conditions of the Norwegian ELT context.",simple_hybrid_rag,"[""English.pdf""]","[""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf""]",multi_chunk_synthesis,hard,0.6143,ok,,0.0,0.4536082474226804,0.3298969072164949,1.0,1.0,1.0,1.0
Why does the Transformer paper claim its model is both more parallelizable and effective at modeling long-range dependencies?,"It claims this because attention removes the sequential recurrence bottleneck, allowing more parallel computation, while self-attention can directly connect distant positions in a sequence without depending on a long chain of recurrent steps.","The Transformer model is more parallelizable and effective at modeling long-range dependencies because it relies entirely on self-attention mechanisms, which allow for a constant number of operations to relate signals from any two input or output positions, making it easier to learn long-range dependencies.",simple_hybrid_rag,"[""AttentionIsAllYouNeed.pdf""]","[""AttentionIsAllYouNeed.pdf"", ""AttentionIsAllYouNeed.pdf"", ""AttentionIsAllYouNeed.pdf"", ""AttentionIsAllYouNeed.pdf"", ""AttentionIsAllYouNeed.pdf"", ""RAGSurvey.pdf"", ""BERT.pdf"", ""AttentionIsAllYouNeed.pdf""]",multi_chunk_synthesis,hard,11.9824,ok,,0.0,0.23376623376623376,0.12987012987012989,1.0,0.3333333333333333,1.0,1.0
How does BERT address the limitations of earlier unidirectional language-model pre-training approaches?,"BERT addresses them by using masked language modeling to learn deep bidirectional representations and next sentence prediction to model sentence relationships, which helps on both sentence-level and token-level tasks that need context from both directions.","BERT addresses the limitations of earlier unidirectional language-model pre-training approaches by using a masked language model pre-training objective, which enables the representation to fuse the left and the right context, allowing for pre-training of a deep bidirectional Transformer.",simple_hybrid_rag,"[""BERT.pdf""]","[""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf""]",multi_chunk_synthesis,hard,11.9822,ok,,0.0,0.35616438356164387,0.273972602739726,1.0,1.0,1.0,1.0
