question,ground_truth,answer,architecture,source_file,predicted_sources,category,difficulty,latency_sec,status,error,exact_match,token_f1,rouge_l_f1,source_hit,source_precision,source_recall,source_mrr
"According to Figure 1 in the ResNet paper, what happens to training and test error when moving from a 20-layer plain network to a 56-layer plain network on CIFAR-10?",The deeper 56-layer plain network has higher training error and higher test error than the 20-layer plain network.,The deeper 56-layer plain network has higher training error and thus higher test error compared to the 20-layer plain network on CIFAR-10.,simple_hybrid_rag,"[""ImgRecog.pdf""]","[""ImgRecog.pdf"", ""ImgRecog.pdf"", ""ImgRecog.pdf"", ""ImgRecog.pdf"", ""ImgRecog.pdf"", ""ImgRecog.pdf"", ""ImgRecog.pdf"", ""ImgRecog.pdf""]",figure_table_diagram_grounded,easy,13.8237,ok,,0.0,0.85,0.85,1.0,1.0,1.0,1.0
"According to Figure 2 in the TabNet paper, how does unsupervised pre-training connect to supervised fine-tuning?","The figure shows an encoder-decoder setup used during unsupervised pre-training to reconstruct masked or missing features, and then the pretrained encoder is reused for supervised fine-tuning and decision making.","Unsupervised pre-training results in an improved encoder model for the supervised learning task, as shown in Figure 2, which illustrates self-supervised tabular learning where unsupervised representation learning by masked self-supervised learning improves the encoder model for supervised fine-tuning.",simple_hybrid_rag,"[""TabNet.pdf""]","[""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf"", ""BERT.pdf"", ""TabNet.pdf"", ""TabNet.pdf""]",figure_table_diagram_grounded,medium,9.7846,ok,,0.0,0.3283582089552239,0.2686567164179104,1.0,0.5,1.0,1.0
How does the English paper connect the global status of English with local curriculum and student language practices in Norway?,"The paper links the global spread of English to local Norwegian ELT by arguing that changing worldwide uses of English influence curriculum priorities, beliefs about language, and how Norwegian learners position themselves and use English in practice.","The English paper connects the global status of English with local curriculum and student language practices in Norway by showing how the national curriculum acknowledges the development of English as a global language, while also investigating how Norwegian learners interpret and respond to this development, and what they are doing linguistically with English given the conditions of the Norwegian ELT context.",simple_hybrid_rag,"[""English.pdf""]","[""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf""]",multi_chunk_synthesis,hard,10.7977,ok,,0.0,0.44897959183673464,0.32653061224489793,1.0,1.0,1.0,1.0
Why does the RAG survey argue that Advanced RAG and Modular RAG emerged after Naive RAG?,"The survey says they emerged because Naive RAG has weaknesses in retrieval precision and recall, generation quality, and augmentation coherence, so later paradigms introduced targeted improvements to fix those shortcomings.","The RAG survey argues that Advanced RAG and Modular RAG emerged after Naive RAG because the development of Advanced RAG and Modular RAG was a response to the specific shortcomings in Naive RAG, with Advanced RAG proposing multiple optimization strategies and Modular RAG offering enhanced adaptability and versatility by incorporating diverse strategies and introducing multiple specific functional modules.",simple_hybrid_rag,"[""RAGSurvey.pdf""]","[""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf""]",multi_chunk_synthesis,hard,11.9814,ok,,0.0,0.25,0.18181818181818182,1.0,1.0,1.0,1.0
Why does TabNet argue that deep learning is still worth exploring for tabular data even though tree-based methods dominate?,"TabNet argues this because end-to-end gradient-based learning can reduce feature engineering, support multimodal and streaming settings, enable representation learning and semi-supervised learning, and still compete with or outperform tabular baselines when designed appropriately.","Deep learning is worth exploring for tabular data because it enables gradient descent-based end-to-end learning, which can efficiently encode multiple data types, alleviate the need for feature engineering, and allow for representation learning, among other benefits.",simple_hybrid_rag,"[""TabNet.pdf""]","[""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf"", ""English.pdf""]",multi_chunk_synthesis,hard,10.7553,ok,,0.0,0.31884057971014496,0.2608695652173913,1.0,0.5,1.0,1.0
Why can making a neural network deeper actually make optimization worse even when overfitting is not the main issue?,"Because deeper plain networks can suffer from the degradation problem: optimization becomes harder, training error can increase with depth, and the solver may fail to find good solutions even though deeper models should in principle be able to represent at least the shallower solution.","Making a neural network deeper can actually make optimization worse because the added layers may have difficulties in approximating identity mappings, which are optimal when the deeper model should have a training error no greater than its shallower counterpart, and the solvers may have difficulties in finding solutions that achieve this.",simple_hybrid_rag,"[""ImgRecog.pdf""]","[""ImgRecog.pdf"", ""TabNet.pdf"", ""TabNet.pdf"", ""ImgRecog.pdf"", ""RAGSurvey.pdf"", ""ImgRecog.pdf"", ""ImgRecog.pdf"", ""ImgRecog.pdf""]",paraphrase_hard_retrieval,hard,11.9016,ok,,0.0,0.3368421052631579,0.18947368421052632,1.0,0.3333333333333333,1.0,1.0
"Which shift in English teaching moved away from abstract grammar translation toward listening, speaking, and pronunciation?",That shift was the Reform movement and its direct-method orientation.,"The Reform movement was a shift in English teaching that moved away from abstract grammar translation toward listening, speaking, and pronunciation, introducing the science of phonetics and emphasizing the development of competence in these areas.",simple_hybrid_rag,"[""English.pdf""]","[""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf""]",paraphrase_hard_retrieval,medium,10.6478,ok,,0.0,0.3111111111111111,0.17777777777777776,1.0,1.0,1.0,1.0
What BERT pre-training setup lets a token use both left and right context instead of only earlier tokens?,BERT’s masked language model objective enables bidirectional context because masked tokens are predicted using both left and right context.,"The BERT pre-training setup that lets a token use both left and right context instead of only earlier tokens is the masked language model objective, which enables the representation to fuse the left and the right context, allowing for pre-training of a deep bidirectional Transformer.",simple_hybrid_rag,"[""BERT.pdf""]","[""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf""]",paraphrase_hard_retrieval,medium,10.869,ok,,0.0,0.40625,0.28125,1.0,1.0,1.0,1.0
How do the Transformer and BERT papers use attention differently in their main contributions?,"The Transformer paper introduces an attention-only encoder-decoder architecture for sequence transduction, while the BERT paper uses Transformer attention inside a bidirectional pretrained language model for general-purpose language representation learning and fine-tuning.",,simple_hybrid_rag,"[""AttentionIsAllYouNeed.pdf"", ""BERT.pdf""]",[],cross_paper_comparison,hard,0.2298,error,"{""status_code"": 500, ""detail"": ""{\""detail\"":{\""message\"":\""Brain processing failed.\"",\""architecture\"":\""simple_hybrid_rag\"",\""error\"":\""Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01knzm28fsfcrbc9xtzrh22k8a` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99931, Requested 2371. Please try again in 33m8.928s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}\""}}""}",,,,,,,
How do ResNet and TabNet each try to improve optimization or learning efficiency in different data settings?,"ResNet improves optimization in very deep vision networks by learning residual functions with shortcut connections, while TabNet improves efficiency in tabular learning by using sparse sequential attention to focus model capacity on salient features.",,simple_hybrid_rag,"[""ImgRecog.pdf"", ""TabNet.pdf""]",[],cross_paper_comparison,hard,0.1402,error,"{""status_code"": 500, ""detail"": ""{\""detail\"":{\""message\"":\""Brain processing failed.\"",\""architecture\"":\""simple_hybrid_rag\"",\""error\"":\""Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01knzm28fsfcrbc9xtzrh22k8a` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99931, Requested 2435. Please try again in 34m4.224s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}\""}}""}",,,,,,,
How do the English paper and the RAG survey each connect broad theory to practical application?,"The English paper connects theories of language and English’s global status to curriculum and teaching practice in Norway, while the RAG survey connects high-level RAG paradigms and component design to practical system building, benchmarks, and evaluation.",,simple_hybrid_rag,"[""English.pdf"", ""RAGSurvey.pdf""]",[],cross_paper_comparison,hard,0.1375,error,"{""status_code"": 500, ""detail"": ""{\""detail\"":{\""message\"":\""Brain processing failed.\"",\""architecture\"":\""simple_hybrid_rag\"",\""error\"":\""Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01knzm28fsfcrbc9xtzrh22k8a` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99931, Requested 2500. Please try again in 35m0.384s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}\""}}""}",,,,,,,
In which paper does attention refer to sequential feature selection over tabular columns rather than sequence transduction over token positions?,"That usage appears in TabNet, where attention selects tabular features at each decision step rather than modeling token-to-token dependencies in a sequence.",,simple_hybrid_rag,"[""TabNet.pdf"", ""AttentionIsAllYouNeed.pdf""]",[],distractor_edge_case,hard,0.1332,error,"{""status_code"": 500, ""detail"": ""{\""detail\"":{\""message\"":\""Brain processing failed.\"",\""architecture\"":\""simple_hybrid_rag\"",\""error\"":\""Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01knzm28fsfcrbc9xtzrh22k8a` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99931, Requested 2346. Please try again in 32m47.328s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}\""}}""}",,,,,,,
"Which paper discusses Naive, Advanced, and Modular RAG rather than introducing a new encoder architecture?","The RAG survey discusses Naive, Advanced, and Modular RAG; it is a taxonomy and survey paper rather than a paper proposing a new encoder architecture.",,simple_hybrid_rag,"[""RAGSurvey.pdf"", ""AttentionIsAllYouNeed.pdf"", ""BERT.pdf""]",[],distractor_edge_case,medium,0.1388,error,"{""status_code"": 500, ""detail"": ""{\""detail\"":{\""message\"":\""Brain processing failed.\"",\""architecture\"":\""simple_hybrid_rag\"",\""error\"":\""Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01knzm28fsfcrbc9xtzrh22k8a` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99931, Requested 2325. Please try again in 32m29.184s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}\""}}""}",,,,,,,
Which paper is about language beliefs and English teaching in Norway rather than neural representation learning?,"That is What is English?, which focuses on language beliefs, English teaching, and the status of English in Norway.",,simple_hybrid_rag,"[""English.pdf"", ""BERT.pdf"", ""AttentionIsAllYouNeed.pdf"", ""TabNet.pdf"", ""ImgRecog.pdf""]",[],distractor_edge_case,easy,0.1413,error,"{""status_code"": 500, ""detail"": ""{\""detail\"":{\""message\"":\""Brain processing failed.\"",\""architecture\"":\""simple_hybrid_rag\"",\""error\"":\""Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01knzm28fsfcrbc9xtzrh22k8a` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99930, Requested 2340. Please try again in 32m41.28s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}\""}}""}",,,,,,,
