question,ground_truth,answer,architecture,source_file,predicted_sources,category,difficulty,latency_sec,status,error,exact_match,token_f1,rouge_l_f1,source_hit,source_precision,source_recall,source_mrr
"According to Figure 1 in the ResNet paper, what happens to training and test error when moving from a 20-layer plain network to a 56-layer plain network on CIFAR-10?",The deeper 56-layer plain network has higher training error and higher test error than the 20-layer plain network.,"The deeper 56-layer plain network has higher training error, and thus test error, compared to the 20-layer plain network on CIFAR-10.",supervisor_arch,"[""ImgRecog.pdf""]","[""ImgRecog.pdf"", ""ImgRecog.pdf"", ""ImgRecog.pdf""]",figure_table_diagram_grounded,easy,74.5472,ok,,0.0,0.8205128205128205,0.8205128205128205,1.0,1.0,1.0,1.0
"According to Figure 2 in the TabNet paper, how does unsupervised pre-training connect to supervised fine-tuning?","The figure shows an encoder-decoder setup used during unsupervised pre-training to reconstruct masked or missing features, and then the pretrained encoder is reused for supervised fine-tuning and decision making.","Unsupervised pre-training is followed by supervised fine-tuning, as shown in Figure 1 of the TabNet paper, which represents the process for income prediction using both unsupervised pre-training and supervised fine-tuning.",supervisor_arch,"[""TabNet.pdf""]","[""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf""]",figure_table_diagram_grounded,medium,63.2024,ok,,0.0,0.33898305084745767,0.20338983050847456,1.0,1.0,1.0,1.0
How does the English paper connect the global status of English with local curriculum and student language practices in Norway?,"The paper links the global spread of English to local Norwegian ELT by arguing that changing worldwide uses of English influence curriculum priorities, beliefs about language, and how Norwegian learners position themselves and use English in practice.","The English paper connects the global status of English with local curriculum and student language practices in Norway by showing that the national curriculum acknowledges the development of English as a global language, but does not pay attention to Norwegians' reactions to this development, and that Norwegian ELT will most likely continue to apply international perspectives of English through the curriculum, textbooks, and teacher education.",supervisor_arch,"[""English.pdf""]","[""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf""]",multi_chunk_synthesis,hard,85.3449,ok,,0.0,0.39215686274509803,0.29411764705882354,1.0,1.0,1.0,1.0
Why does the RAG survey argue that Advanced RAG and Modular RAG emerged after Naive RAG?,"The survey says they emerged because Naive RAG has weaknesses in retrieval precision and recall, generation quality, and augmentation coherence, so later paradigms introduced targeted improvements to fix those shortcomings.","The RAG survey argues that Advanced RAG and Modular RAG emerged after Naive RAG because the development of Advanced RAG and Modular RAG is a response to the specific shortcomings in Naive RAG, as stated in the RAG research paradigm's three stages: Naive RAG, Advanced RAG, and Modular RAG.",supervisor_arch,"[""RAGSurvey.pdf""]","[""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf""]",multi_chunk_synthesis,hard,72.3564,ok,,0.0,0.30379746835443044,0.20253164556962022,1.0,1.0,1.0,1.0
Why does TabNet argue that deep learning is still worth exploring for tabular data even though tree-based methods dominate?,"TabNet argues this because end-to-end gradient-based learning can reduce feature engineering, support multimodal and streaming settings, enable representation learning and semi-supervised learning, and still compete with or outperform tabular baselines when designed appropriately.","TabNet argues that deep learning is still worth exploring for tabular data even though tree-based methods dominate because previously-proposed DNN architectures are not well-suited for tabular data, being vastly overparametrized and lacking appropriate inductive bias, which often causes them to fail to find optimal solutions for tabular decision manifolds.",supervisor_arch,"[""TabNet.pdf""]","[""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf""]",multi_chunk_synthesis,hard,77.8052,ok,,0.0,0.17073170731707318,0.12195121951219513,1.0,1.0,1.0,1.0
Why can making a neural network deeper actually make optimization worse even when overfitting is not the main issue?,"Because deeper plain networks can suffer from the degradation problem: optimization becomes harder, training error can increase with depth, and the solver may fail to find good solutions even though deeper models should in principle be able to represent at least the shallower solution.","Making a neural network deeper can actually make optimization worse even when overfitting is not the main issue because the added layers can lead to a degradation problem, where accuracy gets saturated and then degrades rapidly, as reported in [11, 42] and thoroughly verified by experiments. This phenomenon is similar to that on ImageNet and MNIST, suggesting that such an optimization difficulty is a fundamental problem.",supervisor_arch,"[""ImgRecog.pdf""]","[""ImgRecog.pdf"", ""ImgRecog.pdf"", ""TabNet.pdf"", ""ImgRecog.pdf"", ""ImgRecog.pdf"", ""ImgRecog.pdf""]",paraphrase_hard_retrieval,hard,79.4239,ok,,0.0,0.2545454545454546,0.14545454545454545,1.0,0.5,1.0,1.0
"Which shift in English teaching moved away from abstract grammar translation toward listening, speaking, and pronunciation?",That shift was the Reform movement and its direct-method orientation.,"The Reform movement in the applied linguistics field shifted the priority from reading and writing to listening and speaking, introducing the science of phonetics and the founding of the International Phonetics Association (IPA), which developed an international phonetic script that could be used to describe any language.",supervisor_arch,"[""English.pdf""]","[""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf""]",paraphrase_hard_retrieval,medium,70.4309,ok,,0.0,0.17543859649122806,0.14035087719298245,1.0,1.0,1.0,1.0
What BERT pre-training setup lets a token use both left and right context instead of only earlier tokens?,BERT’s masked language model objective enables bidirectional context because masked tokens are predicted using both left and right context.,"The BERT pre-training setup that lets a token use both left and right context instead of only earlier tokens is the Masked LM task, which enables the model to fuse the left and the right context.",supervisor_arch,"[""BERT.pdf""]","[""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf""]",paraphrase_hard_retrieval,medium,77.9817,ok,,0.0,0.36363636363636365,0.2181818181818182,1.0,1.0,1.0,1.0
How do the Transformer and BERT papers use attention differently in their main contributions?,"The Transformer paper introduces an attention-only encoder-decoder architecture for sequence transduction, while the BERT paper uses Transformer attention inside a bidirectional pretrained language model for general-purpose language representation learning and fine-tuning.","The Transformer paper uses attention in three different ways: encoder-decoder attention, self-attention in the encoder, and self-attention in the decoder. In contrast, BERT uses bidirectional self-attention, where every token can attend to context to its left and right, unlike the constrained self-attention used in the GPT Transformer.",supervisor_arch,"[""AttentionIsAllYouNeed.pdf"", ""BERT.pdf""]","[""AttentionIsAllYouNeed.pdf"", ""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf"", ""AttentionIsAllYouNeed.pdf""]",cross_paper_comparison,hard,75.3598,ok,,0.0,0.28205128205128205,0.23076923076923078,1.0,1.0,1.0,1.0
How do ResNet and TabNet each try to improve optimization or learning efficiency in different data settings?,"ResNet improves optimization in very deep vision networks by learning residual functions with shortcut connections, while TabNet improves efficiency in tabular learning by using sparse sequential attention to focus model capacity on salient features.","TabNet improves optimization and learning efficiency by using sequential attention to choose which features to reason from at each decision step, enabling instance-wise feature selection and efficient learning as the model capacity is fully used for the most salient features. This leads to more interpretable decision making and better performance on various tabular datasets.

ResNet, on the other hand, overcomes the optimization difficulty of deep plain nets by using residual connections, which allows it to manage increased depth and demonstrate accuracy gains when the depth increases.",supervisor_arch,"[""ImgRecog.pdf"", ""TabNet.pdf""]","[""TabNet.pdf"", ""TabNet.pdf"", ""ImgRecog.pdf"", ""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf""]",cross_paper_comparison,hard,102.1406,ok,,0.0,0.3666666666666667,0.21666666666666665,1.0,1.0,1.0,1.0
How do the English paper and the RAG survey each connect broad theory to practical application?,"The English paper connects theories of language and English’s global status to curriculum and teaching practice in Norway, while the RAG survey connects high-level RAG paradigms and component design to practical system building, benchmarks, and evaluation.","The English paper and the RAG survey each connect broad theory to practical application by distilling the core principles of RAG foundations for various retrievers and generators, and by surveying existing AIGC methods that incorporate RAG techniques, exhibiting how RAG contributes to current generative models. This enables researchers and practitioners to gain a detailed and structured understanding of both large models and RAG, and to equip them with valuable insights for advancing RAG methodologies and related applications.",supervisor_arch,"[""English.pdf"", ""RAGSurvey.pdf""]","[""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAG_English-2.pdf"", ""RAG_English-2.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf""]",cross_paper_comparison,hard,93.0417,ok,,0.0,0.26548672566371684,0.1946902654867257,1.0,0.5,0.5,1.0
In which paper does attention refer to sequential feature selection over tabular columns rather than sequence transduction over token positions?,"That usage appears in TabNet, where attention selects tabular features at each decision step rather than modeling token-to-token dependencies in a sequence.","TabNet uses sequential attention to choose which features to reason from at each decision step, enabling interpretability and more efficient learning as the learning capacity is used for the most salient features.",supervisor_arch,"[""TabNet.pdf"", ""AttentionIsAllYouNeed.pdf""]","[""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf""]",distractor_edge_case,hard,61.2545,ok,,0.0,0.25925925925925924,0.25925925925925924,1.0,1.0,0.5,1.0
"Which paper discusses Naive, Advanced, and Modular RAG rather than introducing a new encoder architecture?","The RAG survey discusses Naive, Advanced, and Modular RAG; it is a taxonomy and survey paper rather than a paper proposing a new encoder architecture.","This paper discusses Naive, Advanced, and Modular RAG rather than introducing a new encoder architecture, offering a comprehensive review of the progression of RAG paradigms.",supervisor_arch,"[""RAGSurvey.pdf"", ""AttentionIsAllYouNeed.pdf"", ""BERT.pdf""]","[""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf""]",distractor_edge_case,medium,69.0441,ok,,0.0,0.64,0.48,1.0,1.0,0.3333333333333333,1.0
Which paper is about language beliefs and English teaching in Norway rather than neural representation learning?,"That is What is English?, which focuses on language beliefs, English teaching, and the status of English in Norway.","This article considers the developing status of English in Norway, both as a language and as a school subject, making predictions about which ontological and epistemological perspectives will influence English language teaching (ELT) in Norway towards 2030.",supervisor_arch,"[""English.pdf"", ""BERT.pdf"", ""AttentionIsAllYouNeed.pdf"", ""TabNet.pdf"", ""ImgRecog.pdf""]","[""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf""]",distractor_edge_case,easy,80.3336,ok,,0.0,0.39285714285714285,0.21428571428571427,1.0,1.0,0.2,1.0
