question,ground_truth,answer,architecture,source_file,predicted_sources,category,difficulty,latency_sec,status,error,exact_match,token_f1,rouge_l_f1,source_hit,source_precision,source_recall,source_mrr
"According to Figure 1 in the ResNet paper, what happens to training and test error when moving from a 20-layer plain network to a 56-layer plain network on CIFAR-10?",The deeper 56-layer plain network has higher training error and higher test error than the 20-layer plain network.,The deeper 56-layer network has a higher training error and thus test error compared to the 20-layer network on CIFAR-10.,final_hybrid_rag,"[""ImgRecog.pdf""]","[""ImgRecog.pdf""]",figure_table_diagram_grounded,easy,28.5447,ok,,0.0,0.7368421052631577,0.7368421052631577,1.0,1.0,1.0,1.0
"According to Figure 2 in the TabNet paper, how does unsupervised pre-training connect to supervised fine-tuning?","The figure shows an encoder-decoder setup used during unsupervised pre-training to reconstruct masked or missing features, and then the pretrained encoder is reused for supervised fine-tuning and decision making.","According to Figure 2 in the TabNet paper, unsupervised pre-training connects to supervised fine-tuning through the shared use of the TabNet encoder, as both processes utilize the TabNet encoder, with the unsupervised pre-training using Encoder1 and the supervised fine-tuning using Encoder2.",final_hybrid_rag,"[""TabNet.pdf""]","[""TabNet.pdf""]",figure_table_diagram_grounded,medium,42.4318,ok,,0.0,0.2857142857142857,0.2285714285714286,1.0,1.0,1.0,1.0
How does the English paper connect the global status of English with local curriculum and student language practices in Norway?,"The paper links the global spread of English to local Norwegian ELT by arguing that changing worldwide uses of English influence curriculum priorities, beliefs about language, and how Norwegian learners position themselves and use English in practice.","The English paper connects the global status of English with local curriculum and student language practices in Norway by acknowledging the development of English as a global lingua franca in the national curriculum, while also investigating how Norwegian learners interpret and respond to this development, and what they are doing linguistically with English in the Norwegian ELT context.",final_hybrid_rag,"[""English.pdf""]","[""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf""]",multi_chunk_synthesis,hard,34.0878,ok,,0.0,0.4631578947368421,0.35789473684210527,1.0,1.0,1.0,1.0
Why does the RAG survey argue that Advanced RAG and Modular RAG emerged after Naive RAG?,"The survey says they emerged because Naive RAG has weaknesses in retrieval precision and recall, generation quality, and augmentation coherence, so later paradigms introduced targeted improvements to fix those shortcomings.","The RAG survey argues that Advanced RAG and Modular RAG emerged after Naive RAG because they were developed to address the specific shortcomings and limitations of Naive RAG, representing a progression and refinement within the RAG family.",final_hybrid_rag,"[""RAGSurvey.pdf""]","[""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf""]",multi_chunk_synthesis,hard,8.2592,ok,,0.0,0.3283582089552239,0.208955223880597,1.0,1.0,1.0,1.0
Why does TabNet argue that deep learning is still worth exploring for tabular data even though tree-based methods dominate?,"TabNet argues this because end-to-end gradient-based learning can reduce feature engineering, support multimodal and streaming settings, enable representation learning and semi-supervised learning, and still compete with or outperform tabular baselines when designed appropriately.","Deep learning is worth exploring for tabular data because it enables gradient descent-based end-to-end learning, which can efficiently encode multiple data types, alleviate the need for feature engineering, and allow for representation learning, among other benefits.",final_hybrid_rag,"[""TabNet.pdf""]","[""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf""]",multi_chunk_synthesis,hard,7.5258,ok,,0.0,0.31884057971014496,0.2608695652173913,1.0,1.0,1.0,1.0
Why can making a neural network deeper actually make optimization worse even when overfitting is not the main issue?,"Because deeper plain networks can suffer from the degradation problem: optimization becomes harder, training error can increase with depth, and the solver may fail to find good solutions even though deeper models should in principle be able to represent at least the shallower solution.","Making a neural network deeper can actually make optimization worse due to the degradation problem, where accuracy gets saturated and then degrades rapidly with increasing depth, and this degradation is not caused by overfitting, but rather the solvers having difficulties in approximating identity mappings by multiple nonlinear layers.",final_hybrid_rag,"[""ImgRecog.pdf""]","[""ImgRecog.pdf"", ""TabNet.pdf"", ""ImgRecog.pdf"", ""ImgRecog.pdf""]",paraphrase_hard_retrieval,hard,43.1985,ok,,0.0,0.2608695652173913,0.21739130434782608,1.0,0.5,1.0,1.0
"Which shift in English teaching moved away from abstract grammar translation toward listening, speaking, and pronunciation?",That shift was the Reform movement and its direct-method orientation.,"The Reform movement was a shift in English teaching that moved away from abstract grammar translation toward listening, speaking, and pronunciation, prioritizing these skills over reading and writing.",final_hybrid_rag,"[""English.pdf""]","[""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf""]",paraphrase_hard_retrieval,medium,28.0112,ok,,0.0,0.3684210526315789,0.21052631578947364,1.0,1.0,1.0,1.0
What BERT pre-training setup lets a token use both left and right context instead of only earlier tokens?,BERT’s masked language model objective enables bidirectional context because masked tokens are predicted using both left and right context.,"The BERT pre-training setup that lets a token use both left and right context instead of only earlier tokens is the masked language model, which enables the representation to fuse the left and the right context.",final_hybrid_rag,"[""BERT.pdf""]","[""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf""]",paraphrase_hard_retrieval,medium,33.9058,ok,,0.0,0.4000000000000001,0.2909090909090909,1.0,1.0,1.0,1.0
How do the Transformer and BERT papers use attention differently in their main contributions?,"The Transformer paper introduces an attention-only encoder-decoder architecture for sequence transduction, while the BERT paper uses Transformer attention inside a bidirectional pretrained language model for general-purpose language representation learning and fine-tuning.","The Transformer paper proposes a model architecture relying entirely on self-attention to compute representations, while BERT uses a multi-layer bidirectional Transformer encoder with self-attention to unify encoding and bidirectional cross attention between text pairs.",final_hybrid_rag,"[""AttentionIsAllYouNeed.pdf"", ""BERT.pdf""]","[""BERT.pdf"", ""BERT.pdf"", ""AttentionIsAllYouNeed.pdf"", ""AttentionIsAllYouNeed.pdf"", ""AttentionIsAllYouNeed.pdf"", ""AttentionIsAllYouNeed.pdf""]",cross_paper_comparison,hard,51.088,ok,,0.0,0.39999999999999997,0.3076923076923077,1.0,1.0,1.0,1.0
How do ResNet and TabNet each try to improve optimization or learning efficiency in different data settings?,"ResNet improves optimization in very deep vision networks by learning residual functions with shortcut connections, while TabNet improves efficiency in tabular learning by using sparse sequential attention to focus model capacity on salient features.","TabNet improves learning efficiency by using sequential attention to choose a subset of semantically meaningful features to process at each decision step, enabling efficient learning as the model capacity is fully used for the most salient features.",final_hybrid_rag,"[""ImgRecog.pdf"", ""TabNet.pdf""]","[""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf""]",cross_paper_comparison,hard,71.1675,ok,,0.0,0.39436619718309857,0.3380281690140845,1.0,1.0,0.5,1.0
How do the English paper and the RAG survey each connect broad theory to practical application?,"The English paper connects theories of language and English’s global status to curriculum and teaching practice in Norway, while the RAG survey connects high-level RAG paradigms and component design to practical system building, benchmarks, and evaluation.","The RAG survey connects broad theory to practical application by showcasing the evolution of RAG technologies and their application on many different tasks, and expanding its scope into multimodal domains, but the English paper's connection is not mentioned in the provided documents.",final_hybrid_rag,"[""English.pdf"", ""RAGSurvey.pdf""]","[""RAGSurvey.pdf""]",cross_paper_comparison,hard,46.2827,ok,,0.0,0.3333333333333333,0.1794871794871795,1.0,1.0,0.5,1.0
In which paper does attention refer to sequential feature selection over tabular columns rather than sequence transduction over token positions?,"That usage appears in TabNet, where attention selects tabular features at each decision step rather than modeling token-to-token dependencies in a sequence.",The paper that refers to attention as sequential feature selection over tabular columns rather than sequence transduction over token positions is TabNet.,final_hybrid_rag,"[""TabNet.pdf"", ""AttentionIsAllYouNeed.pdf""]","[""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf""]",distractor_edge_case,hard,32.4627,ok,,0.0,0.3181818181818182,0.2727272727272727,1.0,1.0,0.5,1.0
"Which paper discusses Naive, Advanced, and Modular RAG rather than introducing a new encoder architecture?","The RAG survey discusses Naive, Advanced, and Modular RAG; it is a taxonomy and survey paper rather than a paper proposing a new encoder architecture.","This comprehensive review paper discusses the progression of RAG paradigms, encompassing the Naive RAG, the Advanced RAG, and the Modular RAG.",final_hybrid_rag,"[""RAGSurvey.pdf"", ""AttentionIsAllYouNeed.pdf"", ""BERT.pdf""]","[""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf""]",distractor_edge_case,medium,33.4811,ok,,0.0,0.391304347826087,0.30434782608695654,1.0,1.0,0.3333333333333333,1.0
Which paper is about language beliefs and English teaching in Norway rather than neural representation learning?,"That is What is English?, which focuses on language beliefs, English teaching, and the status of English in Norway.","The paper about language beliefs and English teaching in Norway is discussed in the sections ""What is English?"" and ""Beliefs about language"" which consider the developing status of English in Norway, both as a language and as a school subject, and examine language beliefs within the context of English language teaching practices in Norway.",final_hybrid_rag,"[""English.pdf"", ""BERT.pdf"", ""AttentionIsAllYouNeed.pdf"", ""TabNet.pdf"", ""ImgRecog.pdf""]","[""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf""]",distractor_edge_case,easy,33.7964,ok,,0.0,0.4383561643835616,0.3287671232876712,1.0,1.0,0.2,1.0
