question,ground_truth,answer,architecture,source_file,predicted_sources,category,difficulty,latency_sec,status,error,exact_match,token_f1,rouge_l_f1,source_hit,source_precision,source_recall,source_mrr
"According to Figure 1 in the ResNet paper, what happens to training and test error when moving from a 20-layer plain network to a 56-layer plain network on CIFAR-10?",The deeper 56-layer plain network has higher training error and higher test error than the 20-layer plain network.,The deeper 56-layer network has a higher training error and thus test error compared to the 20-layer network on CIFAR-10.,final_hybrid_rag,"[""ImgRecog.pdf""]","[""ImgRecog.pdf""]",figure_table_diagram_grounded,easy,28.5447,ok,,0.0,0.7368421052631577,0.7368421052631577,1.0,1.0,1.0,1.0
"According to Figure 2 in the TabNet paper, how does unsupervised pre-training connect to supervised fine-tuning?","The figure shows an encoder-decoder setup used during unsupervised pre-training to reconstruct masked or missing features, and then the pretrained encoder is reused for supervised fine-tuning and decision making.","According to Figure 2 in the TabNet paper, unsupervised pre-training connects to supervised fine-tuning through the shared use of the TabNet encoder, as both processes utilize the TabNet encoder, with the unsupervised pre-training using Encoder1 and the supervised fine-tuning using Encoder2.",final_hybrid_rag,"[""TabNet.pdf""]","[""TabNet.pdf""]",figure_table_diagram_grounded,medium,42.4318,ok,,0.0,0.2857142857142857,0.2285714285714286,1.0,1.0,1.0,1.0
How does the English paper connect the global status of English with local curriculum and student language practices in Norway?,"The paper links the global spread of English to local Norwegian ELT by arguing that changing worldwide uses of English influence curriculum priorities, beliefs about language, and how Norwegian learners position themselves and use English in practice.","The English paper connects the global status of English with local curriculum and student language practices in Norway by acknowledging the development of English as a global lingua franca in the national curriculum, while also investigating how Norwegian learners interpret and respond to this development, and what they are doing linguistically with English in the Norwegian ELT context.",final_hybrid_rag,"[""English.pdf""]","[""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf""]",multi_chunk_synthesis,hard,34.0878,ok,,0.0,0.4631578947368421,0.35789473684210527,1.0,1.0,1.0,1.0
Why does the RAG survey argue that Advanced RAG and Modular RAG emerged after Naive RAG?,"The survey says they emerged because Naive RAG has weaknesses in retrieval precision and recall, generation quality, and augmentation coherence, so later paradigms introduced targeted improvements to fix those shortcomings.",,final_hybrid_rag,"[""RAGSurvey.pdf""]",[],multi_chunk_synthesis,hard,15.5136,error,"{""status_code"": 500, ""detail"": ""{\""detail\"":{\""message\"":\""Brain processing failed.\"",\""architecture\"":\""final_combined\"",\""error\"":\""Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01knzm28fsfcrbc9xtzrh22k8a` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99820, Requested 390. Please try again in 3m1.44s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}\""}}""}",,,,,,,
Why does TabNet argue that deep learning is still worth exploring for tabular data even though tree-based methods dominate?,"TabNet argues this because end-to-end gradient-based learning can reduce feature engineering, support multimodal and streaming settings, enable representation learning and semi-supervised learning, and still compete with or outperform tabular baselines when designed appropriately.",,final_hybrid_rag,"[""TabNet.pdf""]",[],multi_chunk_synthesis,hard,0.2994,error,"{""status_code"": 500, ""detail"": ""{\""detail\"":{\""message\"":\""Brain processing failed.\"",\""architecture\"":\""final_combined\"",\""error\"":\""Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01knzm28fsfcrbc9xtzrh22k8a` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99820, Requested 1218. Please try again in 14m56.832s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}\""}}""}",,,,,,,
Why can making a neural network deeper actually make optimization worse even when overfitting is not the main issue?,"Because deeper plain networks can suffer from the degradation problem: optimization becomes harder, training error can increase with depth, and the solver may fail to find good solutions even though deeper models should in principle be able to represent at least the shallower solution.",,final_hybrid_rag,"[""ImgRecog.pdf""]",[],paraphrase_hard_retrieval,hard,0.1476,error,"{""status_code"": 500, ""detail"": ""{\""detail\"":{\""message\"":\""Brain processing failed.\"",\""architecture\"":\""final_combined\"",\""error\"":\""Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01knzm28fsfcrbc9xtzrh22k8a` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99820, Requested 1324. Please try again in 16m28.416s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}\""}}""}",,,,,,,
"Which shift in English teaching moved away from abstract grammar translation toward listening, speaking, and pronunciation?",That shift was the Reform movement and its direct-method orientation.,,final_hybrid_rag,"[""English.pdf""]",[],paraphrase_hard_retrieval,medium,0.1765,error,"{""status_code"": 500, ""detail"": ""{\""detail\"":{\""message\"":\""Brain processing failed.\"",\""architecture\"":\""final_combined\"",\""error\"":\""Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01knzm28fsfcrbc9xtzrh22k8a` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99820, Requested 1223. Please try again in 15m1.152s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}\""}}""}",,,,,,,
What BERT pre-training setup lets a token use both left and right context instead of only earlier tokens?,BERT’s masked language model objective enables bidirectional context because masked tokens are predicted using both left and right context.,,final_hybrid_rag,"[""BERT.pdf""]",[],paraphrase_hard_retrieval,medium,0.1368,error,"{""status_code"": 500, ""detail"": ""{\""detail\"":{\""message\"":\""Brain processing failed.\"",\""architecture\"":\""final_combined\"",\""error\"":\""Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01knzm28fsfcrbc9xtzrh22k8a` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99820, Requested 1322. Please try again in 16m26.688s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}\""}}""}",,,,,,,
How do the Transformer and BERT papers use attention differently in their main contributions?,"The Transformer paper introduces an attention-only encoder-decoder architecture for sequence transduction, while the BERT paper uses Transformer attention inside a bidirectional pretrained language model for general-purpose language representation learning and fine-tuning.",,final_hybrid_rag,"[""AttentionIsAllYouNeed.pdf"", ""BERT.pdf""]",[],cross_paper_comparison,hard,0.1363,error,"{""status_code"": 500, ""detail"": ""{\""detail\"":{\""message\"":\""Brain processing failed.\"",\""architecture\"":\""final_combined\"",\""error\"":\""Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01knzm28fsfcrbc9xtzrh22k8a` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99819, Requested 1372. Please try again in 17m9.024s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}\""}}""}",,,,,,,
How do ResNet and TabNet each try to improve optimization or learning efficiency in different data settings?,"ResNet improves optimization in very deep vision networks by learning residual functions with shortcut connections, while TabNet improves efficiency in tabular learning by using sparse sequential attention to focus model capacity on salient features.",,final_hybrid_rag,"[""ImgRecog.pdf"", ""TabNet.pdf""]",[],cross_paper_comparison,hard,0.1346,error,"{""status_code"": 500, ""detail"": ""{\""detail\"":{\""message\"":\""Brain processing failed.\"",\""architecture\"":\""final_combined\"",\""error\"":\""Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01knzm28fsfcrbc9xtzrh22k8a` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99819, Requested 1302. Please try again in 16m8.544s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}\""}}""}",,,,,,,
How do the English paper and the RAG survey each connect broad theory to practical application?,"The English paper connects theories of language and English’s global status to curriculum and teaching practice in Norway, while the RAG survey connects high-level RAG paradigms and component design to practical system building, benchmarks, and evaluation.",,final_hybrid_rag,"[""English.pdf"", ""RAGSurvey.pdf""]",[],cross_paper_comparison,hard,0.1406,error,"{""status_code"": 500, ""detail"": ""{\""detail\"":{\""message\"":\""Brain processing failed.\"",\""architecture\"":\""final_combined\"",\""error\"":\""Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01knzm28fsfcrbc9xtzrh22k8a` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99819, Requested 1297. Please try again in 16m4.223999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}\""}}""}",,,,,,,
In which paper does attention refer to sequential feature selection over tabular columns rather than sequence transduction over token positions?,"That usage appears in TabNet, where attention selects tabular features at each decision step rather than modeling token-to-token dependencies in a sequence.",,final_hybrid_rag,"[""TabNet.pdf"", ""AttentionIsAllYouNeed.pdf""]",[],distractor_edge_case,hard,0.1304,error,"{""status_code"": 500, ""detail"": ""{\""detail\"":{\""message\"":\""Brain processing failed.\"",\""architecture\"":\""final_combined\"",\""error\"":\""Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01knzm28fsfcrbc9xtzrh22k8a` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99819, Requested 1391. Please try again in 17m25.44s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}\""}}""}",,,,,,,
"Which paper discusses Naive, Advanced, and Modular RAG rather than introducing a new encoder architecture?","The RAG survey discusses Naive, Advanced, and Modular RAG; it is a taxonomy and survey paper rather than a paper proposing a new encoder architecture.",,final_hybrid_rag,"[""RAGSurvey.pdf"", ""AttentionIsAllYouNeed.pdf"", ""BERT.pdf""]",[],distractor_edge_case,medium,0.1545,error,"{""status_code"": 500, ""detail"": ""{\""detail\"":{\""message\"":\""Brain processing failed.\"",\""architecture\"":\""final_combined\"",\""error\"":\""Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01knzm28fsfcrbc9xtzrh22k8a` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99819, Requested 1313. Please try again in 16m18.048s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}\""}}""}",,,,,,,
Which paper is about language beliefs and English teaching in Norway rather than neural representation learning?,"That is What is English?, which focuses on language beliefs, English teaching, and the status of English in Norway.",,final_hybrid_rag,"[""English.pdf"", ""BERT.pdf"", ""AttentionIsAllYouNeed.pdf"", ""TabNet.pdf"", ""ImgRecog.pdf""]",[],distractor_edge_case,easy,0.1396,error,"{""status_code"": 500, ""detail"": ""{\""detail\"":{\""message\"":\""Brain processing failed.\"",\""architecture\"":\""final_combined\"",\""error\"":\""Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01knzm28fsfcrbc9xtzrh22k8a` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99819, Requested 1332. Please try again in 16m34.464s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}\""}}""}",,,,,,,
