episode,step,active_agent,valid_actions,discrete_action,reward,done,next_active_agent,raw_0,raw_1,raw_2,raw_3,padded_0,padded_1,padded_2,padded_3,dense_sparse_weight,top_k,rerank_threshold,source_diversity,rewrite_strength,query_expansion_weight,relevance_threshold,evidence_keep_ratio,strictness_score,temperature,citation_strictness,max_tokens,answer_detail_level,support_threshold
3,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.917965,0.637973,-0.006656,0.091246,0.917965,0.637973,-0.006656,0.091246,,,,,,,,,,0.9589823484420776,0.8189862966537476,266,0.5456231124699116,
3,4,verifier,verify_answer,verify_answer,0.5774,1,,-0.921196,,,,-0.921196,0.0,0.0,0.0,,,,,,,,,,,,,,0.03940209746360779
4,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_retrieve,-0.02,0,grader,-0.061799,0.091913,-0.126206,-0.744127,-0.061799,0.091913,-0.126206,-0.744127,0.4691003803163767,13,0.43689682334661484,0.1279364824295044,,,,,,,,,,
4,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,0.689718,-0.807126,-0.053098,,0.689718,-0.807126,-0.053098,0.0,,,,,,,0.8448589146137238,0.5482185184955597,0.4734508916735649,,,,,
4,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.551515,0.325483,-0.05424,0.192887,0.551515,0.325483,-0.05424,0.192887,,,,,,,,,,0.7757575511932373,0.6627413481473923,273,0.596443310379982,
4,4,verifier,verify_answer,verify_answer,0.6514,1,,-0.367215,,,,-0.367215,0.0,0.0,0.0,,,,,,,,,,,,,,0.316392719745636
5,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_retrieve,-0.02,0,grader,0.120196,-0.657209,-0.129096,-0.537248,0.120196,-0.657209,-0.129096,-0.537248,0.5600978694856167,7,0.43545205891132355,0.2313758134841919,,,,,,,,,,
5,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,0.591547,-0.659315,-0.038717,,0.591547,-0.659315,-0.038717,0.0,,,,,,,0.7957732677459717,0.5851712226867676,0.4806414693593979,,,,,
5,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.788394,0.514373,0.165853,0.005094,0.788394,0.514373,0.165853,0.005094,,,,,,,,,,0.8941969275474548,0.7571863532066345,277,0.5025470079854131,
5,4,verifier,verify_answer,verify_answer,0.7052,1,,-0.631439,,,,-0.631439,0.0,0.0,0.0,,,,,,,,,,,,,,0.18428069353103638
6,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_retrieve,-0.02,0,grader,-0.084047,0.056549,-0.553496,-0.857799,-0.084047,0.056549,-0.553496,-0.857799,0.45797646045684814,12,0.22325190901756287,0.07110032439231873,,,,,,,,,,
6,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,0.692745,-0.609972,-0.319142,,0.692745,-0.609972,-0.319142,0.0,,,,,,,0.8463723659515381,0.5975069999694824,0.34042902290821075,,,,,
6,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.913087,0.654886,0.066031,-0.434278,0.913087,0.654886,0.066031,-0.434278,,,,,,,,,,0.9565434753894806,0.8274431526660919,206,0.28286123275756836,
6,4,verifier,verify_answer,verify_answer,0.592,1,,-0.528573,,,,-0.528573,0.0,0.0,0.0,,,,,,,,,,,,,,0.23571369051933289
7,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_retrieve,-0.02,0,grader,0.072649,-0.167352,-0.506563,-0.355667,0.072649,-0.167352,-0.506563,-0.355667,0.5363245904445648,11,0.2467186450958252,0.3221662789583206,,,,,,,,,,
7,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,0.708355,-0.837611,-0.149017,,0.708355,-0.837611,-0.149017,0.0,,,,,,,0.8541774153709412,0.5405973047018051,0.4254915788769722,,,,,
7,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.311331,0.586129,0.275138,0.040198,0.311331,0.586129,0.275138,0.040198,,,,,,,,,,0.6556656360626221,0.793064296245575,296,0.5200992487370968,
7,4,verifier,verify_answer,verify_answer,0.5075,1,,-0.785615,,,,-0.785615,0.0,0.0,0.0,,,,,,,,,,,,,,0.1071922779083252
8,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,-0.132758,0.205235,0.111246,-0.708108,-0.132758,0.205235,0.111246,-0.708108,0.43362078070640564,14,0.555622972548008,0.14594623446464539,,,,,,,,,,
8,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,0.488694,-0.762099,-0.209362,,0.488694,-0.762099,-0.209362,0.0,,,,,,,0.7443468570709229,0.5594752281904221,0.395318865776062,,,,,
8,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.839065,0.541635,-0.097234,-0.202358,0.839065,0.541635,-0.097234,-0.202358,,,,,,,,,,0.91953244805336,0.7708173096179962,218,0.3988208472728729,
8,4,verifier,verify_answer,verify_answer,0.7046,1,,-0.912749,,,,-0.912749,0.0,0.0,0.0,,,,,,,,,,,,,,0.04362538456916809
9,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_retrieve,-0.02,0,grader,0.026382,-0.253872,-0.081795,-0.634071,0.026382,-0.253872,-0.081795,-0.634071,0.513190858066082,10,0.4591025710105896,0.1829642653465271,,,,,,,,,,
9,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,0.45294,-0.853273,-0.121728,,0.45294,-0.853273,-0.121728,0.0,,,,,,,0.7264697849750519,0.5366817712783813,0.4391358233988285,,,,,
9,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.6243,0.630462,0.176409,0.114371,0.6243,0.630462,0.176409,0.114371,,,,,,,,,,0.8121499717235565,0.8152307868003845,293,0.5571852996945381,
9,4,verifier,verify_answer,verify_answer,0.7219,1,,-0.696205,,,,-0.696205,0.0,0.0,0.0,,,,,,,,,,,,,,0.15189728140830994
10,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_retrieve,-0.02,0,grader,0.055125,0.238103,-0.367219,-0.725031,0.055125,0.238103,-0.367219,-0.725031,0.527562690898776,14,0.3163904696702957,0.13748425245285034,,,,,,,,,,
10,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,0.582176,-0.456161,-0.282219,,0.582176,-0.456161,-0.282219,0.0,,,,,,,0.7910880744457245,0.6359598115086555,0.35889066755771637,,,,,
10,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.748542,0.594165,-0.184158,-0.126465,0.748542,0.594165,-0.184158,-0.126465,,,,,,,,,,0.8742707669734955,0.7970824241638184,217,0.43676768988370895,
10,4,verifier,verify_answer,verify_answer,0.3735,1,,-0.6108,,,,-0.6108,0.0,0.0,0.0,,,,,,,,,,,,,,0.19460022449493408
11,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,0.123743,-0.47073,0.06192,-0.718446,0.123743,-0.47073,0.06192,-0.718446,0.5618714019656181,8,0.5309598371386528,0.14077705144882202,,,,,,,,,,
11,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,0.699446,-0.424839,-0.315804,,0.699446,-0.424839,-0.315804,0.0,,,,,,,0.8497230112552643,0.6437901556491852,0.3420981168746948,,,,,
11,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.625259,0.666402,-0.108948,-0.36766,0.625259,0.666402,-0.108948,-0.36766,,,,,,,,,,0.8126297295093536,0.8332009315490723,197,0.31617018580436707,
11,4,verifier,verify_answer,verify_answer,0.659,1,,-0.765505,,,,-0.765505,0.0,0.0,0.0,,,,,,,,,,,,,,0.11724764108657837
12,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_retrieve,-0.02,0,grader,-0.166094,0.413074,-0.079027,-0.506207,-0.166094,0.413074,-0.079027,-0.506207,0.416952945291996,15,0.4604865275323391,0.24689629673957825,,,,,,,,,,
12,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,0.465764,-0.868141,0.009284,,0.465764,-0.868141,0.009284,0.0,,,,,,,0.7328819185495377,0.5329648703336716,0.5046422365121543,,,,,
12,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.38248,0.557399,0.219331,-0.081838,0.38248,0.557399,0.219331,-0.081838,,,,,,,,,,0.6912399977445602,0.7786992788314819,272,0.4590807780623436,
12,4,verifier,verify_answer,verify_answer,0.6047,1,,-0.559915,,,,-0.559915,0.0,0.0,0.0,,,,,,,,,,,,,,0.22004243731498718
13,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_retrieve,-0.02,0,grader,0.031151,-0.208086,-0.332273,-0.711638,0.031151,-0.208086,-0.332273,-0.711638,0.5155755067244172,10,0.33386361598968506,0.14418119192123413,,,,,,,,,,
13,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,0.733709,-0.73322,-0.116986,,0.733709,-0.73322,-0.116986,0.0,,,,,,,0.8668545186519623,0.5666950643062592,0.44150689616799355,,,,,
13,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.752342,0.488583,0.024981,-0.131373,0.752342,0.488583,0.024981,-0.131373,,,,,,,,,,0.8761711716651917,0.7442916631698608,241,0.43431369960308075,
13,4,verifier,verify_answer,verify_answer,0.6523,1,,-0.848803,,,,-0.848803,0.0,0.0,0.0,,,,,,,,,,,,,,0.07559835910797119
14,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,dense_retrieve,-0.02,0,grader,0.383612,0.248535,-0.292508,-0.561356,0.383612,0.248535,-0.292508,-0.561356,0.6918061971664429,14,0.35374578833580017,0.2193218469619751,,,,,,,,,,
14,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,0.449989,-0.691082,-0.036852,,0.449989,-0.691082,-0.036852,0.0,,,,,,,0.7249945849180222,0.5772294849157333,0.4815741926431656,,,,,
14,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_with_strict_citations,-0.07,0,verifier,0.644948,0.767725,0.065251,-0.098379,0.644948,0.767725,0.065251,-0.098379,,,,,,,,,,0.8224740624427795,0.88386270403862,251,0.4508107043802738,
14,4,verifier,verify_answer,verify_answer,0.6157,1,,-0.467418,,,,-0.467418,0.0,0.0,0.0,,,,,,,,,,,,,,0.2662911117076874
15,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_retrieve,-0.02,0,grader,-0.120171,-0.377459,-0.26781,-0.693948,-0.120171,-0.377459,-0.26781,-0.693948,0.43991444632411003,9,0.36609484255313873,0.15302586555480957,,,,,,,,,,
15,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,0.638514,-0.725922,-0.032066,,0.638514,-0.725922,-0.032066,0.0,,,,,,,0.8192569613456726,0.5685194134712219,0.48396685160696507,,,,,
15,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.766266,0.641181,0.363942,-0.059136,0.766266,0.641181,0.363942,-0.059136,,,,,,,,,,0.8831327557563782,0.8205905258655548,293,0.470431886613369,
15,4,verifier,verify_answer,verify_answer,0.5719,1,,-0.330344,,,,-0.330344,0.0,0.0,0.0,,,,,,,,,,,,,,0.3348279893398285
16,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_retrieve,-0.02,0,grader,0.098938,-0.462896,-0.309133,-0.435797,0.098938,-0.462896,-0.309133,-0.435797,0.5494690574705601,9,0.3454333245754242,0.2821013182401657,,,,,,,,,,
16,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,0.631636,-0.652591,-0.065203,,0.631636,-0.652591,-0.065203,0.0,,,,,,,0.8158179521560669,0.5868521630764008,0.46739857643842697,,,,,
16,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.738394,0.467348,-0.235115,-0.24124,0.738394,0.467348,-0.235115,-0.24124,,,,,,,,,,0.8691970705986023,0.7336739003658295,197,0.3793800473213196,
16,4,verifier,verify_answer,verify_answer,0.6773,1,,-0.624929,,,,-0.624929,0.0,0.0,0.0,,,,,,,,,,,,,,0.18753540515899658
17,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,5.9e-05,-0.850391,0.098332,-0.526132,5.9e-05,-0.850391,0.098332,-0.526132,0.500029412609365,6,0.549165777862072,0.23693415522575378,,,,,,,,,,
17,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,0.463932,-0.87061,-0.242698,,0.463932,-0.87061,-0.242698,0.0,,,,,,,0.7319661974906921,0.5323473811149597,0.3786511719226837,,,,,
17,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.370336,-0.02384,0.045543,-0.436002,0.370336,-0.02384,0.045543,-0.436002,,,,,,,,,,0.6851680278778076,0.4880799539387226,204,0.28199879825115204,
17,4,verifier,verify_answer,verify_answer,0.7101,1,,-0.800624,,,,-0.800624,0.0,0.0,0.0,,,,,,,,,,,,,,0.09968790411949158
18,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,-0.480696,-0.850728,0.43421,-0.705293,-0.480696,-0.850728,0.43421,-0.705293,0.2596517950296402,6,0.7171049565076828,0.14735373854637146,,,,,,,,,,
18,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,0.300907,-0.394714,-0.548061,,0.300907,-0.394714,-0.548061,0.0,,,,,,,0.6504536718130112,0.6513214334845543,0.22596970200538635,,,,,
18,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.29484,-0.472232,0.076662,-0.653921,0.29484,-0.472232,0.076662,-0.653921,,,,,,,,,,0.6474197655916214,0.26388394832611084,178,0.17303958535194397,
18,4,verifier,verify_answer,verify_answer,0.6757,1,,-0.874512,,,,-0.874512,0.0,0.0,0.0,,,,,,,,,,,,,,0.06274417042732239
19,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,-0.843793,-0.964771,0.517171,-0.814783,-0.843793,-0.964771,0.517171,-0.814783,0.07810348272323608,5,0.7585853636264801,0.09260836243629456,,,,,,,,,,
19,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,-0.097208,-1.0,-0.372584,,-0.097208,-1.0,-0.372584,0.0,,,,,,,0.45139575004577637,0.5,0.31370821595191956,,,,,
19,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,-0.519978,-0.926653,0.695544,-0.778084,-0.519978,-0.926653,0.695544,-0.778084,,,,,,,,,,0.24001124501228333,0.03667342662811279,210,0.11095815896987915,
19,4,verifier,verify_answer,verify_answer,0.7171,1,,-1.0,,,,-1.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
20,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,-0.906114,-0.844832,0.477806,-0.869497,-0.906114,-0.844832,0.477806,-0.869497,0.046943098306655884,6,0.738903135061264,0.06525155901908875,,,,,,,,,,
20,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,-0.702625,-1.0,-0.410987,,-0.702625,-1.0,-0.410987,0.0,,,,,,,0.1486876904964447,0.5,0.294506311416626,,,,,
20,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,-0.412427,-1.0,0.647549,-0.842212,-0.412427,-1.0,0.647549,-0.842212,,,,,,,,,,0.2937864810228348,0.0,195,0.07889410853385925,
20,4,verifier,verify_answer,verify_answer,0.5222,1,,-0.869022,,,,-0.869022,0.0,0.0,0.0,,,,,,,,,,,,,,0.06548884510993958
21,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,-1.0,-0.989994,0.858919,-0.79449,-1.0,-0.989994,0.858919,-0.79449,0.0,5,0.9294593632221222,0.10275480151176453,,,,,,,,,,
21,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,-1.0,-1.0,-0.763869,,-1.0,-1.0,-0.763869,0.0,,,,,,,0.0,0.5,0.11806544661521912,,,,,
21,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,-0.706286,-0.681847,0.961898,-1.0,-0.706286,-0.681847,0.961898,-1.0,,,,,,,,,,0.14685696363449097,0.15907663106918335,189,0.0,
21,4,verifier,verify_answer,verify_answer,0.6715,1,,-0.860323,,,,-0.860323,0.0,0.0,0.0,,,,,,,,,,,,,,0.0698382556438446
22,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,-0.352842,-0.829837,0.405411,-1.0,-0.352842,-0.829837,0.405411,-1.0,0.3235788941383362,6,0.7027052789926529,0.0,,,,,,,,,,
22,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,-0.676118,-1.0,-0.772535,,-0.676118,-1.0,-0.772535,0.0,,,,,,,0.16194090247154236,0.5,0.11373227834701538,,,,,
22,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,-0.386899,-1.0,0.884966,-1.0,-0.386899,-1.0,0.884966,-1.0,,,,,,,,,,0.30655063688755035,0.0,184,0.0,
22,4,verifier,verify_answer,verify_answer,0.6089,1,,-1.0,,,,-1.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
23,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,-0.547769,-1.0,0.91432,-1.0,-0.547769,-1.0,0.91432,-1.0,0.2261156439781189,5,0.9571602046489716,0.0,,,,,,,,,,
23,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,-0.946889,-0.975521,-0.559253,,-0.946889,-0.975521,-0.559253,0.0,,,,,,,0.026555687189102173,0.5061198323965073,0.22037354111671448,,,,,
23,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,-0.600363,-0.807327,0.947408,-0.950037,-0.600363,-0.807327,0.947408,-0.950037,,,,,,,,,,0.19981837272644043,0.0963367223739624,197,0.024981290102005005,
23,4,verifier,verify_answer,verify_answer,0.8041,1,,-0.929227,,,,-0.929227,0.0,0.0,0.0,,,,,,,,,,,,,,0.035386353731155396
24,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,-0.069475,-1.0,0.715195,-1.0,-0.069475,-1.0,0.715195,-1.0,0.465262483805418,5,0.8575975894927979,0.0,,,,,,,,,,
24,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,-0.841655,-0.895825,-0.51028,,-0.841655,-0.895825,-0.51028,0.0,,,,,,,0.07917231321334839,0.5260436683893204,0.2448599934577942,,,,,
24,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,-0.252445,-0.666023,0.672111,-0.801688,-0.252445,-0.666023,0.672111,-0.801688,,,,,,,,,,0.3737775683403015,0.16698849201202393,204,0.09915590286254883,
24,4,verifier,verify_answer,verify_answer,0.6963,1,,-0.910206,,,,-0.910206,0.0,0.0,0.0,,,,,,,,,,,,,,0.044897228479385376
25,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,-0.321369,-1.0,0.889506,-1.0,-0.321369,-1.0,0.889506,-1.0,0.33931542932987213,5,0.944753110408783,0.0,,,,,,,,,,
25,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,-0.995692,-0.868105,-0.070069,,-0.995692,-0.868105,-0.070069,0.0,,,,,,,0.0021537840366363525,0.5329738408327103,0.46496549248695374,,,,,
25,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.058731,-0.849504,1.0,-0.653556,0.058731,-0.849504,1.0,-0.653556,,,,,,,,,,0.5293655823916197,0.07524779438972473,258,0.17322203516960144,
25,4,verifier,verify_answer,verify_answer,0.7299,1,,-0.904429,,,,-0.904429,0.0,0.0,0.0,,,,,,,,,,,,,,0.04778549075126648
26,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,-0.214687,-1.0,1.0,-0.864627,-0.214687,-1.0,1.0,-0.864627,0.3926565572619438,5,1.0,0.06768631935119629,,,,,,,,,,
26,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,loose_filter,-0.07,0,generator,-0.899659,-0.977503,0.475534,,-0.899659,-0.977503,0.475534,0.0,,,,,,,0.050170689821243286,0.505624309182167,0.7377667874097824,,,,,
26,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.373285,-0.90386,0.957984,-0.76009,0.373285,-0.90386,0.957984,-0.76009,,,,,,,,,,0.6866423338651657,0.04806983470916748,234,0.11995497345924377,
26,4,verifier,verify_answer,verify_answer,0.6739,1,,-0.833994,,,,-0.833994,0.0,0.0,0.0,,,,,,,,,,,,,,0.08300316333770752
27,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,0.141967,-0.869711,1.0,-0.946277,0.141967,-0.869711,1.0,-0.946277,0.570983424782753,5,1.0,0.0268612802028656,,,,,,,,,,
27,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,loose_filter,-0.07,0,generator,-0.758162,-1.0,0.591168,,-0.758162,-1.0,0.591168,0.0,,,,,,,0.1209191381931305,0.5,0.7955839931964874,,,,,
27,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.707849,-0.973662,1.0,-0.751235,0.707849,-0.973662,1.0,-0.751235,,,,,,,,,,0.8539246022701263,0.01316899061203003,239,0.12438273429870605,
27,4,verifier,verify_answer,verify_answer,0.4886,1,,-0.684815,,,,-0.684815,0.0,0.0,0.0,,,,,,,,,,,,,,0.15759238600730896
28,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,-0.309223,-1.0,1.0,-0.834471,-0.309223,-1.0,1.0,-0.834471,0.3453886955976486,5,1.0,0.08276432752609253,,,,,,,,,,
28,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,medium_filter,-0.07,0,generator,-0.735825,-0.899459,0.793756,,-0.735825,-0.899459,0.793756,0.0,,,,,,,0.1320873200893402,0.5251353681087494,0.8968779444694519,,,,,
28,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.722653,-0.979515,0.884435,-0.352125,0.722653,-0.979515,0.884435,-0.352125,,,,,,,,,,0.8613264262676239,0.010242551565170288,304,0.3239375203847885,
28,4,verifier,verify_answer,verify_answer,0.6708,1,,-1.0,,,,-1.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
29,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,-0.35506,-1.0,1.0,-1.0,-0.35506,-1.0,1.0,-1.0,0.3224700093269348,5,1.0,0.0,,,,,,,,,,
