episode,step,active_agent,valid_actions,discrete_action,reward,done,next_active_agent,raw_0,raw_1,raw_2,raw_3,padded_0,padded_1,padded_2,padded_3,dense_sparse_weight,top_k,rerank_threshold,source_diversity,rewrite_strength,query_expansion_weight,relevance_threshold,evidence_keep_ratio,strictness_score,temperature,citation_strictness,max_tokens,answer_detail_level,support_threshold
4,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.599568,0.41004,-0.192214,0.068197,0.599568,0.41004,-0.192214,0.068197,,,,,,,,,,0.7997839152812958,0.7050197869539261,238,0.534098569303751,
4,4,verifier,verify_answer,verify_answer,0.5992,1,,-0.495682,,,,-0.495682,0.0,0.0,0.0,,,,,,,,,,,,,,0.2521592378616333
5,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_retrieve,-0.02,0,grader,0.056077,0.003758,-0.015617,-0.793775,0.056077,0.003758,-0.015617,-0.793775,0.5280383285135031,7,0.4921916243620217,0.10311233997344971,,,,,,,,,,
5,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,0.54285,-0.756239,0.003509,,0.54285,-0.756239,0.003509,0.0,,,,,,,0.7714251577854156,0.5609403401613235,0.5017542616697028,,,,,
5,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.617881,0.514148,-0.19667,0.157542,0.617881,0.514148,-0.19667,0.157542,,,,,,,,,,0.8089405000209808,0.757074236869812,248,0.5787707641720772,
5,4,verifier,verify_answer,verify_answer,0.1851,1,,-0.37945,,,,-0.37945,0.0,0.0,0.0,,,,,,,,,,,,,,0.3102748245000839
6,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_retrieve,-0.02,0,grader,-0.084047,0.056549,-0.553496,-0.857799,-0.084047,0.056549,-0.553496,-0.857799,0.45797646045684814,7,0.22325190901756287,0.07110032439231873,,,,,,,,,,
6,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,0.714501,-0.632447,-0.308589,,0.714501,-0.632447,-0.308589,0.0,,,,,,,0.8572506904602051,0.5918883234262466,0.34570538997650146,,,,,
6,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.861158,0.675898,-0.075323,-0.274958,0.861158,0.675898,-0.075323,-0.274958,,,,,,,,,,0.9305789470672607,0.8379489183425903,212,0.3625209480524063,
6,4,verifier,verify_answer,verify_answer,0.5242,1,,-0.53183,,,,-0.53183,0.0,0.0,0.0,,,,,,,,,,,,,,0.2340848743915558
7,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_retrieve,-0.02,0,grader,0.028987,0.523388,-0.35925,-0.578364,0.028987,0.523388,-0.35925,-0.578364,0.5144933462142944,9,0.3203749805688858,0.21081820130348206,,,,,,,,,,
7,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,0.643195,-0.884012,-0.13567,,0.643195,-0.884012,-0.13567,0.0,,,,,,,0.8215975165367126,0.5289970636367798,0.43216511607170105,,,,,
7,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_answer,-0.07,0,verifier,0.266039,0.47009,0.028882,0.428015,0.266039,0.47009,0.028882,0.428015,,,,,,,,,,0.6330196857452393,0.7350452393293381,314,0.7140075713396072,
7,4,verifier,verify_answer,verify_answer,0.729,1,,-0.786272,,,,-0.786272,0.0,0.0,0.0,,,,,,,,,,,,,,0.10686397552490234
8,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_retrieve,-0.02,0,grader,-0.117803,-0.408473,-0.01097,-0.45954,-0.117803,-0.408473,-0.01097,-0.45954,0.4410986490547657,5,0.4945148783735931,0.27023012936115265,,,,,,,,,,
8,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,0.601749,-0.691032,-0.093028,,0.601749,-0.691032,-0.093028,0.0,,,,,,,0.8008747100830078,0.5772419273853302,0.45348622649908066,,,,,
8,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.789814,0.533217,-0.008599,-0.072726,0.789814,0.533217,-0.008599,-0.072726,,,,,,,,,,0.8949072360992432,0.766608476638794,244,0.4636368229985237,
8,4,verifier,verify_answer,verify_answer,0.5175,1,,-0.959721,,,,-0.959721,0.0,0.0,0.0,,,,,,,,,,,,,,0.02013927698135376
9,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_retrieve,-0.02,0,grader,0.033283,0.128966,-0.38506,-0.71701,0.033283,0.128966,-0.38506,-0.71701,0.5166414361447096,8,0.3074702173471451,0.14149489998817444,,,,,,,,,,
9,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,0.376671,-0.890726,-0.350613,,0.376671,-0.890726,-0.350613,0.0,,,,,,,0.6883353590965271,0.5273185074329376,0.3246934562921524,,,,,
9,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.59641,0.482195,0.218918,-0.07104,0.59641,0.482195,0.218918,-0.07104,,,,,,,,,,0.798204779624939,0.7410975396633148,273,0.46448006480932236,
9,4,verifier,verify_answer,verify_answer,0.328,1,,-0.643446,,,,-0.643446,0.0,0.0,0.0,,,,,,,,,,,,,,0.17827707529067993
10,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_retrieve,-0.02,0,grader,0.102988,-0.397989,-0.460611,-0.485835,0.102988,-0.397989,-0.460611,-0.485835,0.5514937900006771,5,0.26969441771507263,0.25708262622356415,,,,,,,,,,
10,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,0.707198,-0.38265,-0.189651,,0.707198,-0.38265,-0.189651,0.0,,,,,,,0.8535988330841064,0.6543374881148338,0.4051745608448982,,,,,
10,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.751876,0.619178,-0.181063,0.063013,0.751876,0.619178,-0.181063,0.063013,,,,,,,,,,0.8759379982948303,0.8095890283584595,239,0.5315063148736954,
10,4,verifier,verify_answer,verify_answer,0.3834,1,,-0.667311,,,,-0.667311,0.0,0.0,0.0,,,,,,,,,,,,,,0.16634473204612732
11,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,0.127087,0.193262,0.261935,-0.939997,0.127087,0.193262,0.261935,-0.939997,0.5635434091091156,8,0.6309673190116882,0.030001431703567505,,,,,,,,,,
11,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,0.697659,-0.519388,-0.236257,,0.697659,-0.519388,-0.236257,0.0,,,,,,,0.8488292694091797,0.6201529651880264,0.38187171518802643,,,,,
11,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.473357,0.612409,-0.055264,0.003736,0.473357,0.612409,-0.055264,0.003736,,,,,,,,,,0.7366787195205688,0.8062045872211456,248,0.5018682092195377,
11,4,verifier,verify_answer,verify_answer,0.6867,1,,-0.712036,,,,-0.712036,0.0,0.0,0.0,,,,,,,,,,,,,,0.14398211240768433
12,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_retrieve,-0.02,0,grader,-0.148247,0.331486,-0.21102,-0.495707,-0.148247,0.331486,-0.21102,-0.495707,0.4258766993880272,8,0.3944898843765259,0.2521464377641678,,,,,,,,,,
12,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,0.485738,-0.892319,-0.108118,,0.485738,-0.892319,-0.108118,0.0,,,,,,,0.742869183421135,0.5269202440977097,0.44594116136431694,,,,,
12,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.459243,0.638079,0.008944,-0.287429,0.459243,0.638079,0.008944,-0.287429,,,,,,,,,,0.7296213954687119,0.8190394341945648,220,0.3562854677438736,
12,4,verifier,verify_answer,verify_answer,0.3297,1,,-0.663259,,,,-0.663259,0.0,0.0,0.0,,,,,,,,,,,,,,0.16837060451507568
13,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_retrieve,-0.02,0,grader,0.025817,0.394293,-0.215917,-0.952547,0.025817,0.394293,-0.215917,-0.952547,0.5129084130749106,9,0.3920416459441185,0.02372640371322632,,,,,,,,,,
13,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,0.711513,-0.808507,-0.172404,,0.711513,-0.808507,-0.172404,0.0,,,,,,,0.8557564914226532,0.547873243689537,0.413797952234745,,,,,
13,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.563536,0.496255,0.132921,0.162464,0.563536,0.496255,0.132921,0.162464,,,,,,,,,,0.7817680239677429,0.7481277287006378,295,0.5812320038676262,
13,4,verifier,verify_answer,verify_answer,0.7727,1,,-0.665471,,,,-0.665471,0.0,0.0,0.0,,,,,,,,,,,,,,0.1672644019126892
14,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_retrieve,-0.02,0,grader,0.268731,0.160882,-0.564522,-0.583339,0.268731,0.160882,-0.564522,-0.583339,0.6343654990196228,8,0.21773895621299744,0.2083304524421692,,,,,,,,,,
14,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,0.442794,-0.70956,-0.125414,,0.442794,-0.70956,-0.125414,0.0,,,,,,,0.7213971763849258,0.5726099014282227,0.43729308992624283,,,,,
14,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.593642,0.650855,0.220239,-0.230671,0.593642,0.650855,0.220239,-0.230671,,,,,,,,,,0.7968212068080902,0.8254275023937225,251,0.38466449826955795,
14,4,verifier,verify_answer,verify_answer,0.5228,1,,-0.384943,,,,-0.384943,0.0,0.0,0.0,,,,,,,,,,,,,,0.3075287342071533
15,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_retrieve,-0.02,0,grader,-0.029934,0.152148,-0.202216,-0.854429,-0.029934,0.152148,-0.202216,-0.854429,0.4850330548360944,8,0.39889194071292877,0.07278567552566528,,,,,,,,,,
15,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,0.593807,-0.793131,-0.178424,,0.593807,-0.793131,-0.178424,0.0,,,,,,,0.796903669834137,0.5517173707485199,0.4107882231473923,,,,,
15,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.776923,0.614508,0.045842,-0.072581,0.776923,0.614508,0.045842,-0.072581,,,,,,,,,,0.8884616792201996,0.8072541356086731,251,0.4637092798948288,
15,4,verifier,verify_answer,verify_answer,0.2881,1,,-0.276482,,,,-0.276482,0.0,0.0,0.0,,,,,,,,,,,,,,0.3617590069770813
16,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_retrieve,-0.02,0,grader,0.098384,0.13964,-0.224863,-0.663642,0.098384,0.13964,-0.224863,-0.663642,0.5491920076310635,8,0.3875683918595314,0.16817894577980042,,,,,,,,,,
16,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,0.597707,-0.744494,-0.098977,,0.597707,-0.744494,-0.098977,0.0,,,,,,,0.7988536655902863,0.5638763755559921,0.45051151514053345,,,,,
16,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.510308,0.514325,-0.427217,-0.038411,0.510308,0.514325,-0.427217,-0.038411,,,,,,,,,,0.7551542222499847,0.7571625411510468,197,0.48079434782266617,
16,4,verifier,verify_answer,verify_answer,0.2379,1,,-0.438113,,,,-0.438113,0.0,0.0,0.0,,,,,,,,,,,,,,0.2809436023235321
17,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,-0.00141,-0.316695,0.273103,-0.65716,-0.00141,-0.316695,0.273103,-0.65716,0.4992952361353673,6,0.6365514844655991,0.17141985893249512,,,,,,,,,,
17,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,0.536292,-0.910855,-0.238051,,0.536292,-0.910855,-0.238051,0.0,,,,,,,0.7681458592414856,0.5222863256931305,0.3809743896126747,,,,,
17,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.483185,0.119014,-0.172646,-0.322966,0.483185,0.119014,-0.172646,-0.322966,,,,,,,,,,0.7415926158428192,0.5595069192349911,195,0.3385171890258789,
17,4,verifier,verify_answer,verify_answer,0.3107,1,,-0.799076,,,,-0.799076,0.0,0.0,0.0,,,,,,,,,,,,,,0.10046195983886719
18,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,-0.321038,-0.882996,0.490716,-0.692714,-0.321038,-0.882996,0.490716,-0.692714,0.339480921626091,3,0.7453581541776657,0.15364277362823486,,,,,,,,,,
18,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,0.565778,-0.402067,-0.392475,,0.565778,-0.402067,-0.392475,0.0,,,,,,,0.782889187335968,0.649483285844326,0.3037625253200531,,,,,
18,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.619684,-0.280216,0.150094,-0.773742,0.619684,-0.280216,0.150094,-0.773742,,,,,,,,,,0.809842050075531,0.3598921298980713,168,0.11312881112098694,
18,4,verifier,verify_answer,verify_answer,0.6224,1,,-0.875333,,,,-0.875333,0.0,0.0,0.0,,,,,,,,,,,,,,0.06233355402946472
19,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,-0.315945,-0.961722,0.430486,-0.812763,-0.315945,-0.961722,0.430486,-0.812763,0.3420276641845703,3,0.7152427583932877,0.09361869096755981,,,,,,,,,,
19,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,0.275245,-1.0,-0.469107,,0.275245,-1.0,-0.469107,0.0,,,,,,,0.6376226246356964,0.5,0.26544634997844696,,,,,
19,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,-0.160179,-0.900429,0.427855,-0.793875,-0.160179,-0.900429,0.427855,-0.793875,,,,,,,,,,0.41991032660007477,0.04978525638580322,186,0.10306233167648315,
19,4,verifier,verify_answer,verify_answer,0.3803,1,,-1.0,,,,-1.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
20,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,-0.455723,-0.868741,0.433907,-0.809652,-0.455723,-0.868741,0.433907,-0.809652,0.27213841676712036,3,0.7169534862041473,0.09517422318458557,,,,,,,,,,
20,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,-0.544054,-1.0,-0.173776,,-0.544054,-1.0,-0.173776,0.0,,,,,,,0.22797289490699768,0.5,0.41311177611351013,,,,,
20,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,-0.074093,-1.0,0.703644,-0.91245,-0.074093,-1.0,0.703644,-0.91245,,,,,,,,,,0.46295372396707535,0.0,188,0.043775081634521484,
20,4,verifier,verify_answer,verify_answer,0.563,1,,-0.870176,,,,-0.870176,0.0,0.0,0.0,,,,,,,,,,,,,,0.06491175293922424
21,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,-0.294009,-1.0,0.662017,-0.725972,-0.294009,-1.0,0.662017,-0.725972,0.35299527645111084,3,0.8310087323188782,0.1370142102241516,,,,,,,,,,
21,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,-0.891007,-1.0,-0.80874,,-0.891007,-1.0,-0.80874,0.0,,,,,,,0.05449661612510681,0.5,0.09562984108924866,,,,,
21,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,-0.118728,-0.684011,0.949578,-1.0,-0.118728,-0.684011,0.949578,-1.0,,,,,,,,,,0.4406357780098915,0.1579943597316742,188,0.0,
21,4,verifier,verify_answer,verify_answer,0.538,1,,-0.861029,,,,-0.861029,0.0,0.0,0.0,,,,,,,,,,,,,,0.069485604763031
22,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,0.199826,-0.837883,0.301883,-0.909194,0.199826,-0.837883,0.301883,-0.909194,0.5999132096767426,3,0.6509412676095963,0.0454028844833374,,,,,,,,,,
22,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,-0.625823,-1.0,-0.777289,,-0.625823,-1.0,-0.777289,0.0,,,,,,,0.18708860874176025,0.5,0.11135566234588623,,,,,
22,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.242164,-1.0,0.921894,-1.0,0.242164,-1.0,0.921894,-1.0,,,,,,,,,,0.6210821717977524,0.0,187,0.0,
22,4,verifier,verify_answer,verify_answer,0.5965,1,,-1.0,,,,-1.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
23,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,-0.668743,-1.0,0.835705,-1.0,-0.668743,-1.0,0.835705,-1.0,0.16562867164611816,3,0.9178523123264313,0.0,,,,,,,,,,
23,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,-0.925282,-0.977144,-0.438005,,-0.925282,-0.977144,-0.438005,0.0,,,,,,,0.0373588502407074,0.505714014172554,0.28099754452705383,,,,,
23,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.08445,-0.78062,0.968549,-0.998759,0.08445,-0.78062,0.968549,-0.998759,,,,,,,,,,0.5422247685492039,0.10969018936157227,189,0.0006204843521118164,
23,4,verifier,verify_answer,verify_answer,0.7769,1,,-0.929817,,,,-0.929817,0.0,0.0,0.0,,,,,,,,,,,,,,0.035091519355773926
24,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,-0.738672,-1.0,0.600262,-0.878315,-0.738672,-1.0,0.600262,-0.878315,0.1306639015674591,3,0.8001308739185333,0.06084272265434265,,,,,,,,,,
24,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,-0.860785,-0.897415,-0.299764,,-0.860785,-0.897415,-0.299764,0.0,,,,,,,0.06960725784301758,0.5256462693214417,0.3501179814338684,,,,,
24,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.279427,-0.64813,0.681246,-0.83944,0.279427,-0.64813,0.681246,-0.83944,,,,,,,,,,0.6397137492895126,0.17593488097190857,199,0.08027979731559753,
24,4,verifier,verify_answer,verify_answer,0.4852,1,,-0.911058,,,,-0.911058,0.0,0.0,0.0,,,,,,,,,,,,,,0.04447093605995178
25,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,0.289282,-1.0,0.09634,-0.754664,0.289282,-1.0,0.09634,-0.754664,0.644640788435936,3,0.548169918358326,0.1226678192615509,,,,,,,,,,
25,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,-0.875001,-0.869015,-0.887071,,-0.875001,-0.869015,-0.887071,0.0,,,,,,,0.06249925494194031,0.5327462553977966,0.05646473169326782,,,,,
25,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.641127,-0.842559,1.0,-0.658718,0.641127,-0.842559,1.0,-0.658718,,,,,,,,,,0.8205636143684387,0.07872048020362854,257,0.17064103484153748,
25,4,verifier,verify_answer,verify_answer,0.9734,1,,-0.905063,,,,-0.905063,0.0,0.0,0.0,,,,,,,,,,,,,,0.0474683940410614
26,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,dense_retrieve,-0.02,0,grader,0.306111,-1.0,-0.384091,-0.729547,0.306111,-1.0,-0.384091,-0.729547,0.6530555635690689,3,0.30795441567897797,0.13522633910179138,,,,,,,,,,
26,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,-0.660337,-0.978948,-0.760134,,-0.660337,-0.978948,-0.760134,0.0,,,,,,,0.16983136534690857,0.5052628815174103,0.11993318796157837,,,,,
26,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.792237,-0.88835,0.941886,-0.844336,0.792237,-0.88835,0.941886,-0.844336,,,,,,,,,,0.8961186110973358,0.05582514405250549,217,0.0778321921825409,
26,4,verifier,verify_answer,verify_answer,0.6271,1,,-0.834645,,,,-0.834645,0.0,0.0,0.0,,,,,,,,,,,,,,0.08267754316329956
27,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,-0.543082,-0.874518,0.799468,-0.425025,-0.543082,-0.874518,0.799468,-0.425025,0.22845882177352905,3,0.8997339010238647,0.28748759627342224,,,,,,,,,,
27,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,-0.718259,-1.0,0.003396,,-0.718259,-1.0,0.003396,0.0,,,,,,,0.1408703625202179,0.5,0.5016979749780148,,,,,
27,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.845421,-0.96306,1.0,-0.786463,0.845421,-0.96306,1.0,-0.786463,,,,,,,,,,0.9227104783058167,0.01847022771835327,232,0.10676825046539307,
27,4,verifier,verify_answer,verify_answer,0.5454,1,,-0.685659,,,,-0.685659,0.0,0.0,0.0,,,,,,,,,,,,,,0.15717041492462158
28,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,-0.333169,-1.0,0.747325,0.468036,-0.333169,-1.0,0.747325,0.468036,0.33341556787490845,3,0.8736625909805298,0.7340182065963745,,,,,,,,,,
28,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,-0.594169,-0.903234,-0.782579,,-0.594169,-0.903234,-0.782579,0.0,,,,,,,0.2029154896736145,0.5241914540529251,0.10871031880378723,,,,,
28,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.798617,-0.97445,0.880565,-0.397733,0.798617,-0.97445,0.880565,-0.397733,,,,,,,,,,0.8993087112903595,0.012775123119354248,294,0.3011336922645569,
28,4,verifier,verify_answer,verify_answer,0.6556,1,,-1.0,,,,-1.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
