question,ground_truth,answer,architecture,source_file,predicted_sources,category,difficulty,latency_sec,status,error,exact_match,token_f1,rouge_l_f1,source_hit,source_precision,source_recall,source_mrr
"According to Figure 1 in the ResNet paper, what happens to training and test error when moving from a 20-layer plain network to a 56-layer plain network on CIFAR-10?",The deeper 56-layer plain network has higher training error and higher test error than the 20-layer plain network.,The deeper 56-layer plain network has a higher training error and thus test error compared to the 20-layer plain network on CIFAR-10.,self_rag_grader,"[""ImgRecog.pdf""]","[""ImgRecog.pdf""]",figure_table_diagram_grounded,easy,16.6912,ok,,0.0,0.7999999999999999,0.7999999999999999,1.0,1.0,1.0,1.0
"According to Figure 2 in the TabNet paper, how does unsupervised pre-training connect to supervised fine-tuning?","The figure shows an encoder-decoder setup used during unsupervised pre-training to reconstruct masked or missing features, and then the pretrained encoder is reused for supervised fine-tuning and decision making.","Unsupervised pre-training results in an improved encoder model that can be used for supervised fine-tuning, as shown in the flow from unsupervised pre-training to supervised fine-tuning where the encoder from the pre-training step is used in the fine-tuning step.",self_rag_grader,"[""TabNet.pdf""]","[""TabNet.pdf"", ""TabNet.pdf""]",figure_table_diagram_grounded,medium,16.5491,ok,,0.0,0.35294117647058826,0.2647058823529412,1.0,1.0,1.0,1.0
How does the English paper connect the global status of English with local curriculum and student language practices in Norway?,"The paper links the global spread of English to local Norwegian ELT by arguing that changing worldwide uses of English influence curriculum priorities, beliefs about language, and how Norwegian learners position themselves and use English in practice.","The English paper connects the global status of English with local curriculum and student language practices in Norway by acknowledging the development of English as a global lingua franca in the national curriculum, while also investigating how Norwegian learners interpret and respond to this development, and what they are doing linguistically with English given the conditions of the Norwegian ELT context.",self_rag_grader,"[""English.pdf""]","[""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf""]",multi_chunk_synthesis,hard,17.55,ok,,0.0,0.44897959183673464,0.32653061224489793,1.0,1.0,1.0,1.0
Why does the RAG survey argue that Advanced RAG and Modular RAG emerged after Naive RAG?,"The survey says they emerged because Naive RAG has weaknesses in retrieval precision and recall, generation quality, and augmentation coherence, so later paradigms introduced targeted improvements to fix those shortcomings.","The RAG survey argues that Advanced RAG and Modular RAG emerged after Naive RAG because they were developed to address the specific shortcomings and limitations of Naive RAG, representing a progression and refinement within the RAG family.",self_rag_grader,"[""RAGSurvey.pdf""]","[""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf""]",multi_chunk_synthesis,hard,19.558,ok,,0.0,0.3283582089552239,0.208955223880597,1.0,1.0,1.0,1.0
Why does TabNet argue that deep learning is still worth exploring for tabular data even though tree-based methods dominate?,"TabNet argues this because end-to-end gradient-based learning can reduce feature engineering, support multimodal and streaming settings, enable representation learning and semi-supervised learning, and still compete with or outperform tabular baselines when designed appropriately.","Deep learning is worth exploring for tabular data because it enables gradient descent-based end-to-end learning, which can efficiently encode multiple data types, alleviate the need for feature engineering, and allow for representation learning, among other benefits.",self_rag_grader,"[""TabNet.pdf""]","[""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf""]",multi_chunk_synthesis,hard,18.2268,ok,,0.0,0.31884057971014496,0.2608695652173913,1.0,1.0,1.0,1.0
Why can making a neural network deeper actually make optimization worse even when overfitting is not the main issue?,"Because deeper plain networks can suffer from the degradation problem: optimization becomes harder, training error can increase with depth, and the solver may fail to find good solutions even though deeper models should in principle be able to represent at least the shallower solution.","Making a neural network deeper can actually make optimization worse because the added layers can cause a degradation problem, where accuracy gets saturated and then degrades rapidly, even when overfitting is not the main issue, as the solvers have difficulties in approximating identity mappings by multiple nonlinear layers.",self_rag_grader,"[""ImgRecog.pdf""]","[""ImgRecog.pdf"", ""TabNet.pdf"", ""ImgRecog.pdf"", ""ImgRecog.pdf""]",paraphrase_hard_retrieval,hard,17.9203,ok,,0.0,0.2826086956521739,0.17391304347826086,1.0,0.5,1.0,1.0
"Which shift in English teaching moved away from abstract grammar translation toward listening, speaking, and pronunciation?",That shift was the Reform movement and its direct-method orientation.,"The Reform movement was a shift in English teaching that moved away from abstract grammar translation toward listening, speaking, and pronunciation, prioritizing these skills over reading and writing.",self_rag_grader,"[""English.pdf""]","[""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf""]",paraphrase_hard_retrieval,medium,17.206,ok,,0.0,0.3684210526315789,0.21052631578947364,1.0,1.0,1.0,1.0
What BERT pre-training setup lets a token use both left and right context instead of only earlier tokens?,BERT’s masked language model objective enables bidirectional context because masked tokens are predicted using both left and right context.,"The BERT pre-training setup that lets a token use both left and right context instead of only earlier tokens is the masked language model, which enables the representation to fuse the left and the right context.",self_rag_grader,"[""BERT.pdf""]","[""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf""]",paraphrase_hard_retrieval,medium,19.9665,ok,,0.0,0.4000000000000001,0.2909090909090909,1.0,1.0,1.0,1.0
How do the Transformer and BERT papers use attention differently in their main contributions?,"The Transformer paper introduces an attention-only encoder-decoder architecture for sequence transduction, while the BERT paper uses Transformer attention inside a bidirectional pretrained language model for general-purpose language representation learning and fine-tuning.","The BERT paper uses bidirectional self-attention, whereas the Transformer paper, as referenced in the context of OpenAI GPT, uses constrained self-attention where every token can only attend to context to its left.",self_rag_grader,"[""AttentionIsAllYouNeed.pdf"", ""BERT.pdf""]","[""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf""]",cross_paper_comparison,hard,17.0701,ok,,0.0,0.25396825396825395,0.15873015873015875,1.0,1.0,0.5,1.0
How do ResNet and TabNet each try to improve optimization or learning efficiency in different data settings?,"ResNet improves optimization in very deep vision networks by learning residual functions with shortcut connections, while TabNet improves efficiency in tabular learning by using sparse sequential attention to focus model capacity on salient features.","ResNet improves optimization efficiency by overcoming the difficulty of deep plain nets, demonstrating accuracy gains when depth increases, while TabNet enhances learning efficiency through instance-wise feature selection using sequential attention, allowing the model to focus on the most salient features.",self_rag_grader,"[""ImgRecog.pdf"", ""TabNet.pdf""]","[""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf"", ""ImgRecog.pdf""]",cross_paper_comparison,hard,21.2287,ok,,0.0,0.48648648648648646,0.4054054054054054,1.0,1.0,1.0,1.0
How do the English paper and the RAG survey each connect broad theory to practical application?,"The English paper connects theories of language and English’s global status to curriculum and teaching practice in Norway, while the RAG survey connects high-level RAG paradigms and component design to practical system building, benchmarks, and evaluation.","The RAG survey connects broad theory to practical application by outlining the evolution and application of RAG technologies on various tasks and highlighting its expansion into multimodal domains, but there is no information about the English paper.",self_rag_grader,"[""English.pdf"", ""RAGSurvey.pdf""]","[""RAGSurvey.pdf""]",cross_paper_comparison,hard,14.4338,ok,,0.0,0.3561643835616438,0.1917808219178082,1.0,1.0,0.5,1.0
In which paper does attention refer to sequential feature selection over tabular columns rather than sequence transduction over token positions?,"That usage appears in TabNet, where attention selects tabular features at each decision step rather than modeling token-to-token dependencies in a sequence.","The paper that refers to attention as sequential feature selection over tabular columns rather than sequence transduction over token positions is the one that proposes TabNet, a novel deep learning architecture for tabular learning.",self_rag_grader,"[""TabNet.pdf"", ""AttentionIsAllYouNeed.pdf""]","[""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf""]",distractor_edge_case,hard,17.102,ok,,0.0,0.2857142857142857,0.21428571428571427,1.0,1.0,0.5,1.0
"Which paper discusses Naive, Advanced, and Modular RAG rather than introducing a new encoder architecture?","The RAG survey discusses Naive, Advanced, and Modular RAG; it is a taxonomy and survey paper rather than a paper proposing a new encoder architecture.","This comprehensive review paper discusses the progression of RAG paradigms, encompassing the Naive RAG, the Advanced RAG, and the Modular RAG, rather than introducing a new encoder architecture.",self_rag_grader,"[""RAGSurvey.pdf"", ""AttentionIsAllYouNeed.pdf"", ""BERT.pdf""]","[""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf""]",distractor_edge_case,medium,19.3705,ok,,0.0,0.5660377358490566,0.49056603773584906,1.0,1.0,0.3333333333333333,1.0
Which paper is about language beliefs and English teaching in Norway rather than neural representation learning?,"That is What is English?, which focuses on language beliefs, English teaching, and the status of English in Norway.","The paper discussed in the retrieved documents is about language beliefs and English teaching in Norway, as it considers the developing status of English in Norway, both as a language and as a school subject, and discusses beliefs about English related to the context of English language teaching in Norway.",self_rag_grader,"[""English.pdf"", ""BERT.pdf"", ""AttentionIsAllYouNeed.pdf"", ""TabNet.pdf"", ""ImgRecog.pdf""]","[""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf""]",distractor_edge_case,easy,19.2246,ok,,0.0,0.37681159420289856,0.3188405797101449,1.0,1.0,0.2,1.0
