episode,step,active_agent,valid_actions,discrete_action,reward,done,next_active_agent,raw_0,raw_1,raw_2,raw_3,padded_0,padded_1,padded_2,padded_3,dense_sparse_weight,top_k,rerank_threshold,source_diversity,rewrite_strength,query_expansion_weight,relevance_threshold,evidence_keep_ratio,strictness_score,temperature,citation_strictness,max_tokens,answer_detail_level,support_threshold
6,4,verifier,verify_answer,verify_answer,0.5281,1,,0.045816,,,,0.045816,0.0,0.0,0.0,,,,,,,,,,,,,,0.5229082275182009
7,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,-0.699399,-0.044303,0.233518,0.223845,-0.699399,-0.044303,0.233518,0.223845,0.1503002941608429,12,0.6167590543627739,0.6119227036833763,,,,,,,,,,
7,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,-0.213416,0.043052,0.105964,,-0.213416,0.043052,0.105964,0.0,,,,,,,0.39329198002815247,0.8564577903598547,0.5529819317162037,,,,,
7,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_answer,-0.07,0,verifier,-0.103422,0.563016,-0.694927,0.477892,-0.103422,0.563016,-0.694927,0.477892,,,,,,,,,,0.44828903302550316,0.7815081477165222,206,0.7389459758996964,
7,4,verifier,verify_answer,verify_answer,0.6578,1,,0.43006,,,,0.43006,0.0,0.0,0.0,,,,,,,,,,,,,,0.7150300443172455
8,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,-0.917142,-0.3953,0.328668,0.02459,-0.917142,-0.3953,0.328668,0.02459,0.04142904281616211,9,0.6643341183662415,0.5122951529920101,,,,,,,,,,
8,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,-0.145731,0.122869,-0.076157,,-0.145731,0.122869,-0.076157,0.0,,,,,,,0.42713436484336853,0.8684304002672434,0.46192147210240364,,,,,
8,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_answer,-0.07,0,verifier,0.405865,0.156488,-0.541665,0.425556,0.405865,0.156488,-0.541665,0.425556,,,,,,,,,,0.7029326409101486,0.5782442092895508,225,0.7127777934074402,
8,4,verifier,verify_answer,verify_answer,0.7083,1,,0.383965,,,,0.383965,0.0,0.0,0.0,,,,,,,,,,,,,,0.6919827163219452
9,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,-0.578338,-0.124633,0.326959,-0.30697,-0.578338,-0.124633,0.326959,-0.30697,0.21083101630210876,11,0.6634793281555176,0.34651510417461395,,,,,,,,,,
9,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,0.129497,0.156859,0.193654,,0.129497,0.156859,0.193654,0.0,,,,,,,0.5647483244538307,0.8735288605093956,0.5968271568417549,,,,,
9,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.506674,0.688985,-0.56674,0.22,0.506674,0.688985,-0.56674,0.22,,,,,,,,,,0.7533368170261383,0.8444924652576447,203,0.6100000664591789,
9,4,verifier,verify_answer,verify_answer,-0.07,0,verifier,0.398642,,,,0.398642,0.0,0.0,0.0,,,,,,,,,,,,,,0.699320986866951
9,5,verifier,request_regeneration|request_more_retrieval|request_rewrite,request_more_retrieval,-0.07,0,retriever,0.054977,,,,0.054977,0.0,0.0,0.0,,,,,,,,,,,,,,0.5274886675179005
9,6,retriever,retrieve_more,retrieve_more,-0.02,0,grader,-0.675897,0.123481,0.52212,-0.465841,-0.675897,0.123481,0.52212,-0.465841,0.16205152869224548,13,0.7610601484775543,0.2670793980360031,,,,,,,,,,
9,7,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,keep_all,-0.07,0,generator,-0.135975,0.369475,0.263545,,-0.135975,0.369475,0.263545,0.0,,,,,,,0.43201247602701187,0.9054211884737015,0.6317726373672485,,,,,
9,8,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_with_strict_citations,-0.07,0,verifier,0.559874,0.742052,-0.356174,0.416819,0.559874,0.742052,-0.356174,0.416819,,,,,,,,,,0.7799371778964996,0.8710258603096008,253,0.7084094882011414,
9,9,verifier,verify_answer,verify_answer,0.4408,1,,0.048785,,,,0.048785,0.0,0.0,0.0,,,,,,,,,,,,,,0.5243926327675581
10,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,-0.720609,-0.406225,0.537408,0.304719,-0.720609,-0.406225,0.537408,0.304719,0.13969534635543823,9,0.7687038779258728,0.6523592621088028,,,,,,,,,,
10,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,-0.161377,0.161461,0.094206,,-0.161377,0.161461,0.094206,0.0,,,,,,,0.41931137442588806,0.8742192029953002,0.5471028834581375,,,,,
10,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_with_strict_citations,-0.07,0,verifier,0.009953,0.93239,-0.507585,0.316484,0.009953,0.93239,-0.507585,0.316484,,,,,,,,,,0.5049764849245548,0.9661952257156372,221,0.6582421064376831,
10,4,verifier,verify_answer,verify_answer,0.6615,1,,0.442009,,,,0.442009,0.0,0.0,0.0,,,,,,,,,,,,,,0.7210044264793396
11,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,-0.825283,-0.21426,0.61202,0.057339,-0.825283,-0.21426,0.61202,0.057339,0.08735847473144531,10,0.8060098588466644,0.5286695472896099,,,,,,,,,,
11,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,-0.161502,0.04924,0.263657,,-0.161502,0.04924,0.263657,0.0,,,,,,,0.4192489832639694,0.8573859648779034,0.6318285763263702,,,,,
11,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_answer,-0.07,0,verifier,0.239906,0.514126,-0.674052,0.548861,0.239906,0.514126,-0.674052,0.548861,,,,,,,,,,0.6199530065059662,0.7570628523826599,215,0.7744307219982147,
11,4,verifier,verify_answer,verify_answer,0.6366,1,,0.329402,,,,0.329402,0.0,0.0,0.0,,,,,,,,,,,,,,0.664700984954834
12,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,-0.672145,-0.354808,0.387175,-0.317883,-0.672145,-0.354808,0.387175,-0.317883,0.16392749547958374,9,0.693587601184845,0.34105849266052246,,,,,,,,,,
12,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,-0.271519,-0.201555,0.119357,,-0.271519,-0.201555,0.119357,0.0,,,,,,,0.36424069106578827,0.8197666987776756,0.5596784688532352,,,,,
12,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.731673,0.683364,-0.568509,0.183779,0.731673,0.683364,-0.568509,0.183779,,,,,,,,,,0.8658364117145538,0.8416821658611298,199,0.5918893441557884,
12,4,verifier,verify_answer,verify_answer,0.542,1,,0.137903,,,,0.137903,0.0,0.0,0.0,,,,,,,,,,,,,,0.5689513683319092
13,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,-0.768653,-0.230742,0.28158,0.017132,-0.768653,-0.230742,0.28158,0.017132,0.11567345261573792,10,0.6407901495695114,0.5085660926997662,,,,,,,,,,
13,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,-0.170015,0.032644,0.302843,,-0.170015,0.032644,0.302843,0.0,,,,,,,0.414992593228817,0.8548966223374008,0.6514212936162949,,,,,
13,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.376768,0.40221,-0.677662,0.253206,0.376768,0.40221,-0.677662,0.253206,,,,,,,,,,0.6883837580680847,0.7011048048734665,190,0.6266029924154282,
13,4,verifier,verify_answer,verify_answer,0.7563,1,,0.391302,,,,0.391302,0.0,0.0,0.0,,,,,,,,,,,,,,0.695651113986969
14,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,-0.593999,-0.464491,0.390869,0.075738,-0.593999,-0.464491,0.390869,0.075738,0.20300036668777466,9,0.6954343914985657,0.5378689132630825,,,,,,,,,,
14,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,-0.046955,0.204112,0.210257,,-0.046955,0.204112,0.210257,0.0,,,,,,,0.4765227008610964,0.8806168437004089,0.605128675699234,,,,,
14,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_with_strict_citations,-0.07,0,verifier,0.197068,0.87796,-0.32739,0.27699,0.197068,0.87796,-0.32739,0.27699,,,,,,,,,,0.5985341370105743,0.9389798641204834,243,0.6384948343038559,
14,4,verifier,verify_answer,verify_answer,0.5784,1,,0.256282,,,,0.256282,0.0,0.0,0.0,,,,,,,,,,,,,,0.6281412243843079
15,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,-0.982951,-0.229764,0.326232,0.013441,-0.982951,-0.229764,0.326232,0.013441,0.00852474570274353,10,0.6631159037351608,0.5067207380197942,,,,,,,,,,
15,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,keep_all,-0.07,0,generator,-0.200894,0.386052,-0.097183,,-0.200894,0.386052,-0.097183,0.0,,,,,,,0.39955323189496994,0.9079078689217567,0.4514082744717598,,,,,
15,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.734888,0.490912,-0.808373,0.324072,0.734888,0.490912,-0.808373,0.324072,,,,,,,,,,0.8674442172050476,0.7454559803009033,176,0.6620358228683472,
15,4,verifier,verify_answer,verify_answer,0.7051,1,,0.875712,,,,0.875712,0.0,0.0,0.0,,,,,,,,,,,,,,0.9378560483455658
16,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,-0.84736,-0.319376,0.206509,-0.676486,-0.84736,-0.319376,0.206509,-0.676486,0.07631978392601013,10,0.603254459798336,0.1617569923400879,,,,,,,,,,
16,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,-0.166811,-0.367497,0.184098,,-0.166811,-0.367497,0.184098,0.0,,,,,,,0.4165944904088974,0.794875405728817,0.5920492485165596,,,,,
16,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.557863,0.419778,-0.935849,0.273704,0.557863,0.419778,-0.935849,0.273704,,,,,,,,,,0.7789315581321716,0.7098888009786606,154,0.6368518173694611,
16,4,verifier,verify_answer,verify_answer,-0.07,0,verifier,0.899629,,,,0.899629,0.0,0.0,0.0,,,,,,,,,,,,,,0.9498146772384644
16,5,verifier,request_regeneration|request_more_retrieval|request_rewrite,request_regeneration,-0.07,0,generator,0.956676,,,,0.956676,0.0,0.0,0.0,,,,,,,,,,,,,,0.9783380031585693
16,6,generator,generate_answer|generate_with_strict_citations|generate_short_answer|regenerate,generate_short_answer,-0.07,0,verifier,0.686078,0.054518,-0.984373,0.172447,0.686078,0.054518,-0.984373,0.172447,,,,,,,,,,0.8430392444133759,0.527259049937129,141,0.5862233191728592,
16,7,verifier,verify_answer,verify_answer,-0.07,0,verifier,0.874488,,,,0.874488,0.0,0.0,0.0,,,,,,,,,,,,,,0.9372440874576569
16,8,verifier,request_regeneration|request_more_retrieval|request_rewrite,request_regeneration,-0.07,0,generator,0.82178,,,,0.82178,0.0,0.0,0.0,,,,,,,,,,,,,,0.9108898639678955
16,9,generator,generate_answer|generate_with_strict_citations|generate_short_answer|regenerate,generate_short_answer,-0.07,0,verifier,0.77708,-0.198171,-0.784315,-0.253653,0.77708,-0.198171,-0.784315,-0.253653,,,,,,,,,,0.8885400593280792,0.4009144455194473,135,0.37317344546318054,
16,10,verifier,verify_answer,verify_answer,0.1326,1,,0.665104,,,,0.665104,0.0,0.0,0.0,,,,,,,,,,,,,,0.8325521945953369
17,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,sparse_retrieve,-0.02,0,grader,-0.60303,0.086761,-0.132809,-0.791884,-0.60303,0.086761,-0.132809,-0.791884,0.198484867811203,13,0.4335956871509552,0.10405811667442322,,,,,,,,,,
17,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,0.471997,-0.651696,-0.157007,,0.471997,-0.651696,-0.157007,0.0,,,,,,,0.735998272895813,0.7522455513477325,0.42149633914232254,,,,,
17,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.944115,-0.21536,-0.651118,-0.509303,0.944115,-0.21536,-0.651118,-0.509303,,,,,,,,,,0.9720575511455536,0.3923198878765106,128,0.24534869194030762,
17,4,verifier,verify_answer,verify_answer,0.7403,1,,0.769492,,,,0.769492,0.0,0.0,0.0,,,,,,,,,,,,,,0.8847461342811584
18,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,-0.382046,0.409627,0.218194,-1.0,-0.382046,0.409627,0.218194,-1.0,0.3089771717786789,15,0.6090972274541855,0.0,,,,,,,,,,
18,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,0.661864,-0.844019,0.334002,,0.661864,-0.844019,0.334002,0.0,,,,,,,0.8309317827224731,0.7233972132205962,0.6670007705688477,,,,,
18,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.663065,-0.824595,-0.649422,-0.699636,0.663065,-0.824595,-0.649422,-0.699636,,,,,,,,,,0.83153235912323,0.08770254254341125,128,0.15018224716186523,
18,4,verifier,verify_answer,verify_answer,0.7988,1,,0.992811,,,,0.992811,0.0,0.0,0.0,,,,,,,,,,,,,,0.9964054524898529
19,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_retrieve,-0.02,0,grader,-0.138724,0.480964,-0.50448,-0.886856,-0.138724,0.480964,-0.50448,-0.886856,0.43063781410455704,16,0.2477598786354065,0.056572020053863525,,,,,,,,,,
19,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,0.866908,-0.804425,0.351467,,0.866908,-0.804425,0.351467,0.0,,,,,,,0.933454155921936,0.729336267709732,0.675733283162117,,,,,
19,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.882508,-1.0,-0.889078,-0.938556,0.882508,-1.0,-0.889078,-0.938556,,,,,,,,,,0.9412537515163422,0.0,128,0.030721813440322876,
19,4,verifier,verify_answer,verify_answer,0.6527,1,,0.981036,,,,0.981036,0.0,0.0,0.0,,,,,,,,,,,,,,0.9905179142951965
20,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_retrieve,-0.02,0,grader,0.00262,-0.2508,-0.441053,-0.840509,0.00262,-0.2508,-0.441053,-0.840509,0.501309875282459,10,0.2794734537601471,0.07974541187286377,,,,,,,,,,
20,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,0.638849,-0.915753,0.164896,,0.638849,-0.915753,0.164896,0.0,,,,,,,0.8194244205951691,0.7126369774341583,0.5824478343129158,,,,,
20,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.928984,-0.960785,-0.9863,-0.75664,0.928984,-0.960785,-0.9863,-0.75664,,,,,,,,,,0.9644918739795685,0.01960766315460205,128,0.12168008089065552,
20,4,verifier,verify_answer,verify_answer,0.586,1,,1.0,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,1.0
21,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_retrieve,-0.02,0,grader,0.18274,-0.424845,-0.666854,-0.996477,0.18274,-0.424845,-0.666854,-0.996477,0.5913699194788933,9,0.16657286882400513,0.001761317253112793,,,,,,,,,,
21,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,0.636271,-0.638956,0.279114,,0.636271,-0.638956,0.279114,0.0,,,,,,,0.8181353509426117,0.7541566163301467,0.6395572274923325,,,,,
21,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.907584,-1.0,-0.629654,-0.836574,0.907584,-1.0,-0.629654,-0.836574,,,,,,,,,,0.9537922441959381,0.0,128,0.08171281218528748,
21,4,verifier,verify_answer,verify_answer,0.7991,1,,0.58219,,,,0.58219,0.0,0.0,0.0,,,,,,,,,,,,,,0.791094958782196
22,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,dense_retrieve,-0.02,0,grader,0.515648,-0.498206,-0.273209,-0.897906,0.515648,-0.498206,-0.273209,-0.897906,0.7578241527080536,8,0.3633953332901001,0.05104714632034302,,,,,,,,,,
22,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,medium_filter,-0.07,0,generator,0.718641,-1.0,0.630129,,0.718641,-1.0,0.630129,0.0,,,,,,,0.8593204617500305,0.7,0.8150646984577179,,,,,
22,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,1.0,-0.983937,-0.418823,-1.0,1.0,-0.983937,-0.418823,-1.0,,,,,,,,,,1.0,0.00803142786026001,128,0.0,
22,4,verifier,verify_answer,verify_answer,0.7029,1,,1.0,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,1.0
23,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,dense_retrieve,-0.02,0,grader,0.508158,-0.661382,-0.34889,-0.979315,0.508158,-0.661382,-0.34889,-0.979315,0.7540791630744934,7,0.3255552351474762,0.010342627763748169,,,,,,,,,,
23,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,loose_filter,-0.07,0,generator,1.0,-0.990062,0.539235,,1.0,-0.990062,0.539235,0.0,,,,,,,1.0,0.7014907002449036,0.7696173787117004,,,,,
23,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,1.0,-0.795124,-0.457156,-0.954811,1.0,-0.795124,-0.457156,-0.954811,,,,,,,,,,1.0,0.10243815183639526,128,0.022594362497329712,
23,4,verifier,verify_answer,verify_answer,0.7399,1,,0.814359,,,,0.814359,0.0,0.0,0.0,,,,,,,,,,,,,,0.907179445028305
24,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,dense_retrieve,-0.02,0,grader,0.860418,-0.778971,-0.053342,-0.813707,0.860418,-0.778971,-0.053342,-0.813707,0.930208832025528,6,0.4733288362622261,0.09314653277397156,,,,,,,,,,
24,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,strict_filter,-0.07,0,generator,1.0,-0.80412,0.816858,,1.0,-0.80412,0.816858,0.0,,,,,,,1.0,0.7293819636106491,0.9084291458129883,,,,,
24,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,1.0,-0.887715,-0.151464,-1.0,1.0,-0.887715,-0.151464,-1.0,,,,,,,,,,1.0,0.05614250898361206,128,0.0,
24,4,verifier,verify_answer,verify_answer,0.7193,1,,0.895242,,,,0.895242,0.0,0.0,0.0,,,,,,,,,,,,,,0.947621077299118
25,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,0.533804,-0.8023,0.113219,-0.882939,0.533804,-0.8023,0.113219,-0.882939,0.7669021189212799,6,0.5566095001995564,0.05853062868118286,,,,,,,,,,
25,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,strict_filter,-0.07,0,generator,0.770292,-0.759432,0.838454,,0.770292,-0.759432,0.838454,0.0,,,,,,,0.8851462006568909,0.7360852688550948,0.9192268550395966,,,,,
25,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.894076,-1.0,0.029671,-0.913211,0.894076,-1.0,0.029671,-0.913211,,,,,,,,,,0.9470381438732147,0.0,140,0.043394535779953,
25,4,verifier,verify_answer,verify_answer,0.7974,1,,1.0,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,1.0
26,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,0.683918,-0.929266,0.339498,-0.920405,0.683918,-0.929266,0.339498,-0.920405,0.84195876121521,5,0.6697492301464081,0.03979727625846863,,,,,,,,,,
26,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,medium_filter,-0.07,0,generator,0.954849,-0.958993,0.713605,,0.954849,-0.958993,0.713605,0.0,,,,,,,0.9774243235588074,0.7061511009931564,0.8568024933338165,,,,,
26,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.956979,-0.824243,0.27997,-1.0,0.956979,-0.824243,0.27997,-1.0,,,,,,,,,,0.978489339351654,0.08787831664085388,145,0.0,
26,4,verifier,verify_answer,verify_answer,0.662,1,,1.0,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,1.0
